,Daily Returns,Total Returns,Funds,Margin,Portfolio Value,AAPL Position,AAPL Order,AAPL Filled Order,AAPL Trade Price,AAPL Cost to Trade,AAPL PnL,AIG Position,AIG Order,AIG Filled Order,AIG Trade Price,AIG Cost to Trade,AIG PnL,AIR Position,AIR Order,AIR Filled Order,AIR Trade Price,AIR Cost to Trade,AIR PnL,A Position,A Order,A Filled Order,A Trade Price,A Cost to Trade,A PnL
2014-06-19,-0.022095,-35.1985813,146469.587,500308.8,646778.387,-1525,228,0,92.29,0.0,488.0,-6445,5901,0,55.79,0.0,-708.95,0,0,0,27.47,0.0,0.0,0,0,0,59.2,0.0,-0.0
2014-06-18,-0.253715,-35.1764863,154393.487,496346.85,650740.337,-1525,140,0,92.27,0.0,-152.5,-6445,5922,0,55.18,0.0,-2384.65,0,0,0,27.86,0.0,-0.0,0,0,0,58.86,0.0,0.0
2014-06-17,-0.13638,-34.9227713,159685.287,493700.95,653386.237,-1525,93,0,92.31,0.0,183.0,-6445,5908,0,54.76,0.0,-1546.8,0,0,0,27.48,0.0,0.0,0,0,0,58.27,0.0,0.0
2014-06-16,-0.32076,-34.7863913,164316.587,491385.3,655701.887,-1525,55,0,91.51,0.0,-1403.0,-6445,5911,0,54.59,0.0,-1804.6,0,0,0,27.42,0.0,0.0,0,0,0,58.57,0.0,0.0
2014-06-13,-0.026435,-34.4656313,163887.787,491599.7,655487.487,-1525,113,0,92.2,0.0,1540.25,-6445,5918,0,54.46,0.0,-1804.6,0,0,0,27.45,0.0,0.0,0,0,0,58.53,0.0,0.0
2014-06-12,0.471445,-34.4391963,154795.487,496145.85,650941.337,-1525,196,0,94.04,0.0,2394.25,-6445,5923,0,54.73,0.0,2320.2,0,0,0,26.87,0.0,0.0,0,0,0,58.9,0.0,-0.0
2014-06-11,0.20771,-34.9106413,152974.187,497056.5,650030.687,-1525,230,0,94.13,0.0,594.75,-6445,5926,0,54.85,0.0,1482.35,0,0,0,27.38,0.0,-0.0,0,0,0,58.33,0.0,0.0
2014-06-10,-0.045205,-35.1183513,148566.187,499260.5,647826.687,-1525,223,0,94.73,0.0,-838.75,-6445,5935,0,55.05,0.0,386.7,0,0,0,27.33,0.0,0.0,0,0,0,59.16,0.0,-0.0
2014-06-09,-0.08391,-35.0731463,155015.487,496035.85,651051.337,-1525,165,0,92.7,0.0,-2257.0,-6445,5930,0,55.03,0.0,1417.9,0,0,0,27.02,0.0,0.0,0,0,0,59.0,0.0,0.0
2014-06-06,-0.17948,-34.9892363,154588.487,496249.35,650837.837,-1525,169,0,92.84,0.0,396.5,-6445,5906,0,55.03,0.0,-2191.3,0,0,0,26.37,0.0,0.0,0,0,0,58.58,0.0,0.0
2014-06-05,-0.10646,-34.8097563,157107.287,494989.95,652097.237,-1525,127,0,92.31,0.0,-549.0,-6445,5838,0,54.96,0.0,-515.6,0,0,0,24.48,0.0,0.0,0,0,0,57.45,0.0,0.0
2014-06-04,-0.33906,-34.7032963,168653.787,489216.7,657870.487,-1525,46,0,91.06,0.0,-1586.0,-6445,5764,0,54.36,0.0,-1804.6,0,0,0,24.04,0.0,0.0,0,0,0,57.02,0.0,0.0
2014-06-03,-0.4071884,-34.3642363,175651.387,485717.9,661369.287,-1525,-38,-38,89.78,7.144,-1945.034,-6445,5701,0,54.12,0.0,-2126.85,0,0,0,24.41,0.0,-0.0,0,0,0,56.73,0.0,0.0
2014-06-02,-0.0304473,-33.9570479,176205.111,483738.79,659943.901,-1487,-27,-27,90.57,5.643,920.077,-6445,5633,0,54.16,0.0,-1224.55,0,0,0,24.41,0.0,0.0,0,0,0,56.96,0.0,0.0
2014-05-30,0.1206375,-33.9266006,179569.744,480836.6,660406.344,-1460,-5,-5,91.14,0.825,497.425,-6445,5507,0,53.96,0.0,708.95,0,0,0,24.41,0.0,0.0,0,0,0,56.87,0.0,0.0
2014-05-29,-0.688315,-34.0472381,188241.669,476273.2,664514.869,-1455,26,0,89.69,0.0,-2371.65,-6445,5344,0,53.65,0.0,-4511.5,0,0,0,24.48,0.0,0.0,0,0,0,57.18,0.0,0.0
2014-05-28,0.2054787,-33.3589231,187064.769,476861.65,663926.419,-1455,-281,-281,89.43,48.613,314.637,-6445,4881,0,53.8,0.0,1740.15,0,0,0,24.86,0.0,0.0,0,0,0,56.41,0.0,0.0
2014-05-27,-0.2797016,-33.5644018,217452.412,449127.22,666579.632,-1174,-1174,-1174,87.98,186.666,-1830.266,-6445,2397,0,53.66,0.0,-966.75,0,0,0,24.8,0.0,0.0,0,0,0,56.31,0.0,0.0
2014-05-23,-0.03867,-33.2847002,321572.098,345516.45,667088.548,0,0,0,86.75,0.0,0.0,-6445,450,0,53.61,0.0,-386.7,0,0,0,24.36,0.0,0.0,0,0,0,55.65,0.0,0.0
2014-05-22,-0.3589134,-33.2460302,322861.098,344871.95,667733.048,0,0,0,86.66,0.0,0.0,-6445,359,0,53.51,0.0,-193.35,0,-27608,-27608,24.23,3671.864,-3395.784,0,0,0,55.0,0.0,0.0
2014-05-21,-0.11171525,-32.8871168,-342408.878,344871.95,671128.832,0,0,0,86.26,0.0,0.0,-6445,-6445,-6445,53.51,841.0725,-841.0725,27608,-14133,0,24.37,0.0,-276.08,0,0,0,54.58,0.0,0.0
2014-05-20,-1.71172575,-32.77540155,3304.1445,0.0,672245.9845,0,0,0,86.36,0.0,0.0,0,0,0,52.7,0.0,-0.0,27608,5,5,24.79,0.5975,-17117.2575,0,0,0,54.87,0.0,-0.0
2014-05-19,0.0827578,-31.0636758,3428.692,0.0,689363.242,0,0,0,85.41,0.0,0.0,0,0,0,52.42,0.0,0.0,27603,8,8,24.76,0.992,827.578,0,0,0,54.9,0.0,0.0
2014-05-16,-0.9383714,-31.1464336,3627.764,0.0,688535.664,0,0,0,84.09,0.0,0.0,0,0,0,52.91,0.0,0.0,27595,14,14,25.13,1.834,-9383.714,0,0,0,54.39,0.0,0.0
2014-05-15,-0.4688224,-30.2080622,3981.418,0.0,697919.378,0,0,0,84.96,0.0,0.0,0,0,0,53.28,0.0,-0.0,27581,21,21,25.16,3.024,-4688.224,0,0,0,54.6,0.0,-0.0
2014-05-14,-2.03944,-29.7392398,4512.802,0.0,702607.602,0,0,0,84.63,0.0,0.0,0,0,0,53.94,0.0,-0.0,27560,28,0,26.04,0.0,-20394.4,0,0,0,56.78,0.0,-0.0
2014-05-13,-1.6836165,-27.6997998,4512.802,0.0,723002.002,0,0,0,84.57,0.0,0.0,0,0,0,53.45,0.0,0.0,27560,-170,-170,26.7,27.965,-16836.165,0,0,0,56.63,0.0,0.0
2014-05-12,3.21668,-26.0161833,1.76699999989,0.0,739838.167,0,0,0,83.93,0.0,0.0,0,0,0,52.94,0.0,0.0,27730,-141,0,25.6,0.0,32166.8,0,0,0,55.58,0.0,0.0
2014-05-09,0.63779,-29.2328633,1.76699999989,0.0,707671.367,0,0,0,83.51,0.0,0.0,0,0,0,52.29,0.0,-0.0,27730,-150,0,25.13,0.0,6377.9,0,0,0,55.26,0.0,0.0
2014-05-08,-0.69325,-29.8706533,1.76699999989,0.0,701293.467,0,0,0,84.04,0.0,-0.0,0,0,0,51.51,0.0,0.0,27730,-134,0,25.56,0.0,-6932.5,0,0,0,55.03,0.0,0.0
2014-05-07,0.38822,-29.1774033,1.76699999989,0.0,708225.967,0,0,0,85.04,0.0,0.0,0,0,0,50.76,0.0,0.0,27730,-144,0,25.48,0.0,3882.2,0,0,0,55.13,0.0,0.0
2014-05-06,-1.24785,-29.5656233,1.76699999989,0.0,704343.767,0,0,0,85.97,0.0,0.0,0,0,0,51.65,0.0,-0.0,27730,-150,0,25.78,0.0,-12478.5,0,0,0,55.08,0.0,-0.0
2014-05-05,0.66552,-28.3177733,1.76699999989,0.0,716822.267,0,0,0,84.31,0.0,0.0,0,0,0,52.0,0.0,0.0,27730,-137,0,25.47,0.0,6655.2,0,0,0,54.31,0.0,0.0
2014-05-02,-0.3618765,-28.9832933,1.76699999989,0.0,710167.067,0,0,0,84.62,0.0,0.0,0,0,0,52.97,0.0,0.0,27730,27730,27730,25.6,3896.065,-3618.765,0,0,0,54.5,0.0,0.0
2014-05-01,0.0,-28.6214168,713785.832,0.0,713785.832,0,0,0,84.57,0.0,0.0,0,0,0,53.02,0.0,-0.0,0,0,0,25.77,0.0,-0.0,0,0,0,53.94,0.0,0.0
2014-04-30,0.0,-28.6214168,713785.832,0.0,713785.832,0,0,0,84.66,0.0,0.0,0,0,0,52.76,0.0,0.0,0,0,0,25.48,0.0,0.0,0,0,0,53.43,0.0,0.0
2014-04-29,0.0,-28.6214168,713785.832,0.0,713785.832,0,0,0,84.82,0.0,-0.0,0,0,0,52.49,0.0,0.0,0,0,0,25.8,0.0,0.0,0,0,0,53.29,0.0,0.0
2014-04-28,0.0,-28.6214168,713785.832,0.0,713785.832,0,0,0,81.83,0.0,0.0,0,0,0,52.77,0.0,0.0,0,0,0,26.37,0.0,0.0,0,0,0,54.85,0.0,0.0
2014-04-25,0.0,-28.6214168,713785.832,0.0,713785.832,0,0,0,80.65,0.0,0.0,0,0,0,52.35,0.0,-0.0,0,0,0,26.35,0.0,-0.0,0,0,0,55.25,0.0,-0.0
2014-04-24,0.0,-28.6214168,713785.832,0.0,713785.832,0,0,0,81.17,0.0,0.0,0,0,0,51.82,0.0,0.0,0,0,0,26.71,0.0,0.0,0,0,0,55.23,0.0,0.0
2014-04-23,0.0,-28.6214168,713785.832,0.0,713785.832,0,0,0,75.58,0.0,-0.0,0,0,0,50.92,0.0,0.0,0,0,0,26.61,0.0,0.0,0,0,0,54.85,0.0,0.0
2014-04-22,0.0,-28.6214168,713785.832,0.0,713785.832,0,0,0,75.47,0.0,0.0,0,0,0,50.7,0.0,0.0,0,0,0,26.55,0.0,0.0,0,0,0,54.7,0.0,0.0
2014-04-21,0.0,-28.6214168,713785.832,0.0,713785.832,0,0,0,75.05,0.0,0.0,0,0,0,50.68,0.0,0.0,0,0,0,26.76,0.0,-0.0,0,0,0,54.61,0.0,0.0
2014-04-17,0.0,-28.6214168,713785.832,0.0,713785.832,0,0,0,74.29,0.0,0.0,0,0,0,50.26,0.0,0.0,0,0,0,25.84,0.0,0.0,0,0,0,53.74,0.0,0.0
2014-04-16,0.0,-28.6214168,713785.832,0.0,713785.832,0,0,0,74.01,0.0,0.0,0,0,0,50.34,0.0,0.0,0,0,0,25.55,0.0,0.0,0,0,0,53.55,0.0,0.0
2014-04-15,0.0,-28.6214168,713785.832,0.0,713785.832,0,0,0,74.32,0.0,-0.0,0,0,0,49.66,0.0,0.0,0,0,0,24.94,0.0,0.0,0,0,0,52.84,0.0,0.0
2014-04-14,0.0,-28.6214168,713785.832,0.0,713785.832,0,0,0,74.56,0.0,0.0,0,0,0,49.94,0.0,0.0,0,0,0,25.49,0.0,0.0,0,0,0,53.19,0.0,0.0
2014-04-11,0.0,-28.6214168,713785.832,0.0,713785.832,0,0,0,74.14,0.0,0.0,0,0,0,49.5,0.0,-0.0,0,0,0,25.24,0.0,-0.0,0,0,0,53.69,0.0,-0.0
2014-04-10,0.0,-28.6214168,713785.832,0.0,713785.832,0,0,0,75.81,0.0,0.0,0,0,0,51.05,0.0,-0.0,0,0,0,26.21,0.0,-0.0,0,0,0,55.57,0.0,0.0
2014-04-09,0.0,-28.6214168,713785.832,0.0,713785.832,0,0,0,74.66,0.0,0.0,0,0,0,50.33,0.0,0.0,0,0,0,25.09,0.0,0.0,0,0,0,55.44,0.0,0.0
2014-04-08,0.0,-28.6214168,713785.832,0.0,713785.832,0,0,0,75.03,0.0,0.0,0,0,0,49.56,0.0,0.0,0,0,0,24.9,0.0,0.0,0,0,0,54.21,0.0,0.0
2014-04-07,0.0,-28.6214168,713785.832,0.0,713785.832,0,0,0,75.43,0.0,-0.0,0,0,0,50.22,0.0,-0.0,0,0,0,24.98,0.0,-0.0,0,0,0,55.56,0.0,-0.0
2014-04-04,0.0,-28.6214168,713785.832,0.0,713785.832,0,0,0,77.12,0.0,0.0,0,0,0,51.25,0.0,0.0,0,0,0,25.7,0.0,0.0,0,0,0,57.1,0.0,0.0
2014-04-03,0.0,-28.6214168,713785.832,0.0,713785.832,0,0,0,77.34,0.0,-0.0,0,0,0,50.82,0.0,0.0,0,0,0,25.92,0.0,-0.0,0,0,0,56.77,0.0,0.0
2014-04-02,0.0,-28.6214168,713785.832,0.0,713785.832,0,0,0,77.48,0.0,0.0,0,0,0,50.12,0.0,0.0,0,0,0,26.0,0.0,0.0,0,0,0,56.42,0.0,0.0
2014-04-01,0.0,-28.6214168,713785.832,0.0,713785.832,0,0,0,76.82,0.0,0.0,0,0,0,50.32,0.0,0.0,0,0,0,26.05,0.0,0.0,0,0,0,56.2,0.0,0.0
2014-03-31,0.0,-28.6214168,713785.832,0.0,713785.832,0,0,0,77.03,0.0,0.0,0,0,0,50.16,0.0,0.0,0,0,0,25.58,0.0,0.0,0,0,0,54.97,0.0,0.0
2014-03-28,0.0,-28.6214168,713785.832,0.0,713785.832,0,0,0,76.9,0.0,0.0,0,0,0,49.52,0.0,0.0,0,0,0,25.75,0.0,-0.0,0,0,0,54.85,0.0,0.0
2014-03-27,0.0,-28.6214168,713785.832,0.0,713785.832,0,0,0,77.14,0.0,0.0,0,0,0,49.55,0.0,-0.0,0,0,0,25.91,0.0,-0.0,0,0,0,55.6,0.0,0.0
2014-03-26,0.0,-28.6214168,713785.832,0.0,713785.832,0,0,0,78.07,0.0,0.0,0,0,0,50.46,0.0,0.0,0,0,0,27.62,0.0,0.0,0,0,0,55.4,0.0,0.0
2014-03-25,0.0,-28.6214168,713785.832,0.0,713785.832,0,0,0,77.36,0.0,0.0,0,0,0,50.32,0.0,0.0,0,0,0,28.93,0.0,0.0,0,0,0,55.5,0.0,0.0
2014-03-24,0.0,-28.6214168,713785.832,0.0,713785.832,0,0,0,76.92,0.0,0.0,0,0,0,50.12,0.0,0.0,0,0,0,28.45,0.0,0.0,0,0,0,56.08,0.0,-0.0
2014-03-21,0.0,-28.6214168,713785.832,0.0,713785.832,0,0,0,75.99,0.0,0.0,0,0,0,50.86,0.0,0.0,0,0,0,28.97,0.0,-0.0,0,0,0,57.18,0.0,0.0
2014-03-20,0.0,-28.6214168,713785.832,0.0,713785.832,0,0,0,75.7,0.0,-0.0,0,0,0,49.8,0.0,0.0,0,0,0,30.72,0.0,0.0,0,0,0,56.54,0.0,0.0
2014-03-19,0.0,-28.6214168,713785.832,0.0,713785.832,0,0,0,76.04,0.0,0.0,0,0,0,49.67,0.0,0.0,0,0,0,31.06,0.0,0.0,0,0,0,56.72,0.0,-0.0
2014-03-18,0.0,-28.6214168,713785.832,0.0,713785.832,0,0,0,75.13,0.0,0.0,0,0,0,49.18,0.0,0.0,0,0,0,30.55,0.0,0.0,0,0,0,55.97,0.0,0.0
2014-03-17,0.0,-28.6214168,713785.832,0.0,713785.832,0,0,0,75.39,0.0,0.0,0,0,0,48.91,0.0,0.0,0,0,0,30.57,0.0,0.0,0,0,0,55.68,0.0,0.0
2014-03-14,0.0,-28.6214168,713785.832,0.0,713785.832,0,0,0,75.54,0.0,-0.0,0,0,0,48.72,0.0,-0.0,0,0,0,30.26,0.0,0.0,0,0,0,55.61,0.0,-0.0
2014-03-13,0.0,-28.6214168,713785.832,0.0,713785.832,0,0,0,76.78,0.0,0.0,0,0,0,50.24,0.0,0.0,0,0,0,30.73,0.0,0.0,0,0,0,57.16,0.0,0.0
2014-03-12,0.0,-28.6214168,713785.832,0.0,713785.832,0,0,0,76.36,0.0,0.0,0,0,0,49.4,0.0,0.0,0,0,0,30.26,0.0,0.0,0,0,0,56.52,0.0,0.0
2014-03-11,0.0,-28.6214168,713785.832,0.0,713785.832,0,0,0,76.49,0.0,0.0,0,0,0,51.19,0.0,0.0,0,0,0,31.03,0.0,0.0,0,0,0,58.23,0.0,0.0
2014-03-10,0.0,-28.6214168,713785.832,0.0,713785.832,0,0,0,75.48,0.0,0.0,0,0,0,51.26,0.0,0.0,0,0,0,30.79,0.0,0.0,0,0,0,58.29,0.0,-0.0
2014-03-07,0.0,-28.6214168,713785.832,0.0,713785.832,0,0,0,75.87,0.0,0.0,0,0,0,51.64,0.0,0.0,0,0,0,31.0,0.0,0.0,0,0,0,59.06,0.0,0.0
2014-03-06,0.0,-28.6214168,713785.832,0.0,713785.832,0,0,0,76.11,0.0,0.0,0,0,0,51.27,0.0,0.0,0,0,0,30.7,0.0,0.0,0,0,0,58.39,0.0,0.0
2014-03-05,-0.0487377,-28.6214168,713785.832,0.0,713785.832,0,0,0,75.85,0.0,0.0,0,0,0,50.23,0.0,0.0,0,0,0,30.37,0.0,0.0,0,6017,6017,57.71,908.567,-487.377
2014-03-04,-0.643819,-28.5726791,373349.989,344292.74,717642.729,0,0,0,75.86,0.0,0.0,0,0,0,50.05,0.0,0.0,0,0,0,29.71,0.0,0.0,-6017,-604,0,57.22,0.0,-6438.19
2014-03-03,0.132374,-27.9288601,386587.389,337674.04,724261.429,0,0,0,74.77,0.0,0.0,0,0,0,49.13,0.0,0.0,0,0,0,28.62,0.0,0.0,-6017,-819,0,56.12,0.0,1323.74
2014-02-28,-0.342969,-28.0612341,382616.169,339659.65,722275.819,0,0,0,75.58,0.0,0.0,0,0,0,49.31,0.0,0.0,0,0,0,28.1,0.0,0.0,-6017,-681,0,56.45,0.0,-3429.69
2014-02-27,0.445258,-27.7182651,375756.789,343089.34,718846.129,0,0,0,73.88,0.0,0.0,0,0,0,48.7,0.0,0.0,0,0,0,27.82,0.0,0.0,-6017,-560,0,57.02,0.0,4452.58
2014-02-26,-0.126357,-28.1635231,376238.149,342848.66,719086.809,0,0,0,74.8,0.0,0.0,0,0,0,48.99,0.0,-0.0,0,0,0,27.4,0.0,0.0,-6017,-588,0,56.98,0.0,-1263.57
2014-02-25,-0.084238,-28.0371661,378404.269,341765.6,720169.869,0,0,0,75.63,0.0,0.0,0,0,0,49.45,0.0,0.0,0,0,0,27.75,0.0,-0.0,-6017,-666,0,56.8,0.0,-842.38
2014-02-24,-0.246697,-27.9529281,382616.169,339659.65,722275.819,0,0,0,74.74,0.0,0.0,0,0,0,49.1,0.0,0.0,0,0,0,27.28,0.0,0.0,-6017,-657,0,56.45,0.0,-2466.97
2014-02-21,0.571615,-27.7062311,372988.969,344473.25,717462.219,0,0,0,76.11,0.0,0.0,0,0,0,49.23,0.0,0.0,0,0,0,27.65,0.0,0.0,-6017,-594,0,57.25,0.0,5716.15
2014-02-20,-0.812295,-28.2778461,386346.709,337794.38,724141.089,0,0,0,76.14,0.0,-0.0,0,0,0,49.2,0.0,0.0,0,0,0,27.28,0.0,0.0,-6017,-962,0,56.14,0.0,-8122.95
2014-02-19,-0.475343,-27.4655511,399945.129,330995.17,730940.299,0,0,0,77.82,0.0,-0.0,0,0,0,49.96,0.0,-0.0,0,0,0,27.33,0.0,-0.0,-6017,-1192,0,55.01,0.0,-4753.43
2014-02-18,0.06017,-26.9902081,395492.549,333221.46,728714.009,0,0,0,78.0,0.0,0.0,0,0,0,49.15,0.0,0.0,0,0,0,27.3,0.0,0.0,-6017,-901,0,55.38,0.0,601.7
2014-02-14,2.9790339,-27.0503781,374192.369,343871.55,718063.919,0,0,0,77.5,0.0,0.0,0,0,0,48.9,0.0,0.0,0,0,0,27.23,0.0,0.0,-6017,262,262,57.15,39.431,29790.339
2014-02-13,-0.119301,-30.029412,330375.1,373286.55,703661.65,0,0,0,76.38,0.0,0.0,0,0,0,48.75,0.0,0.0,0,0,0,27.05,0.0,0.0,-6279,793,0,59.45,0.0,-1193.01
2014-02-12,-0.100464,-29.910111,323468.2,376740.0,700208.2,0,0,0,76.71,0.0,0.0,0,0,0,49.25,0.0,0.0,0,0,0,26.71,0.0,0.0,-6279,798,0,60.0,0.0,-1004.64
2014-02-11,-0.452088,-29.809647,336026.2,370461.0,706487.2,0,0,0,75.8,0.0,0.0,0,0,0,48.9,0.0,0.0,0,0,0,26.31,0.0,0.0,-6279,628,0,59.0,0.0,-4520.88
2014-02-10,0.257439,-29.357559,332635.54,372156.33,704791.87,0,0,0,74.09,0.0,0.0,0,0,0,49.02,0.0,0.0,0,0,0,26.21,0.0,0.0,-6279,597,0,59.27,0.0,2574.39
2014-02-07,-0.709527,-29.614998,342807.52,367070.34,709877.86,0,0,0,74.48,0.0,0.0,0,0,0,48.15,0.0,0.0,0,0,0,26.19,0.0,0.0,-6279,328,0,58.46,0.0,-7095.27
2014-02-06,-0.539994,-28.905471,354737.62,361105.29,715842.91,0,0,0,72.87,0.0,0.0,0,0,0,47.82,0.0,0.0,0,0,0,25.98,0.0,0.0,-6279,134,0,57.51,0.0,-5399.94
2014-02-05,0.238602,-28.365477,353858.56,361544.82,715403.38,0,0,0,72.37,0.0,0.0,0,0,0,47.28,0.0,0.0,0,0,0,25.86,0.0,0.0,-6279,17,0,57.58,0.0,2386.02
2014-02-04,-1.042314,-28.604079,369681.64,353633.28,723314.92,0,0,0,72.26,0.0,0.0,0,0,0,46.87,0.0,0.0,0,0,0,26.57,0.0,0.0,-6279,-56,0,56.32,0.0,-10423.14
2014-02-03,1.2558,-27.561765,346700.5,365123.85,711824.35,0,0,0,71.8,0.0,0.0,0,0,0,48.0,0.0,0.0,0,0,0,26.66,0.0,0.0,-6279,383,0,58.15,0.0,12558.0
2014-01-31,0.853944,-28.817565,340923.82,368012.19,708936.01,0,0,0,70.74,0.0,0.0,0,0,0,48.01,0.0,-0.0,0,0,0,26.25,0.0,0.0,-6279,461,0,58.61,0.0,8539.44
2014-01-30,-1.18121775,-29.671509,343309.84,366819.18,710129.02,0,323,323,71.79,52.4875,-133.2375,0,0,0,48.45,0.0,0.0,0,0,0,26.77,0.0,0.0,-6279,733,0,58.42,0.0,-11678.94
2014-01-29,0.21987735,-28.49029125,329463.4575,385362.7,714826.1575,-323,514,514,71.99,98.945,356.095,0,0,0,48.12,0.0,-0.0,0,0,0,26.77,0.0,-0.0,-6279,-1699,-1699,57.67,252.3015,1842.6785
2014-01-28,1.0540692,-28.7101686,382035.314,328763.16,710798.474,-837,753,753,72.68,124.245,9619.995,0,0,0,48.56,0.0,0.0,0,0,0,26.93,0.0,0.0,-4580,-154,-154,58.5,26.103,920.697
2014-01-27,-0.29601625,-29.7642378,323015.822,381207.6,704223.422,-1590,575,0,78.58,0.0,-1001.7,0,0,0,48.02,0.0,0.0,0,0,0,27.06,0.0,0.0,-4426,-351,-351,57.9,65.8125,-1958.4625
2014-01-24,0.8714713,-29.46822155,330865.7345,367154.1,698019.8345,-1590,344,0,79.14,0.0,2289.6,0,0,0,48.78,0.0,-0.0,0,0,0,28.07,0.0,-0.0,-4075,-234,-234,59.22,36.387,6425.113
2014-01-23,0.455846,-30.33969285,336924.6815,357214.08,694138.7615,-1590,170,0,78.56,0.0,-1049.4,0,0,0,50.02,0.0,-0.0,0,0,0,28.62,0.0,-0.0,-3841,152,0,60.48,0.0,5607.86
2014-01-22,-0.0861232,-30.79553885,333867.6015,358742.62,692610.2215,-1590,-28,-28,78.7,4.732,-553.952,0,0,0,50.8,0.0,0.0,0,0,0,28.74,0.0,0.0,-3841,342,0,60.82,0.0,-307.28
2014-01-21,-0.2562868,-30.70941565,341510.6735,353821.65,695332.3235,-1562,664,664,77.28,124.168,-2025.128,0,0,0,51.17,0.0,0.0,0,0,0,28.0,0.0,0.0,-3841,1122,0,60.69,0.0,-537.74
2014-01-17,0.351183,-30.45312885,282567.4415,409012.31,691579.7515,-2226,537,0,78.78,0.0,4318.44,0,0,0,51.4,0.0,-0.0,0,0,0,27.49,0.0,0.0,-3841,1374,0,60.83,0.0,-806.61
2014-01-16,0.036488,-30.80431185,284918.3415,407836.86,692755.2015,-2226,379,0,79.27,0.0,979.44,0,0,0,52.07,0.0,-0.0,0,0,0,27.47,0.0,0.0,-3841,1519,0,60.24,0.0,-614.56
2014-01-15,-0.523942,-30.84079985,289035.1815,405778.44,694813.6215,-2226,227,0,79.07,0.0,-3472.56,0,0,0,52.02,0.0,0.0,0,0,0,27.31,0.0,0.0,-3841,1540,0,59.82,0.0,-1766.86
2014-01-14,-0.707563,-30.31685785,303810.6615,398390.7,702201.3615,-2226,38,38,76.89,7.22,-3426.68,0,0,0,51.66,0.0,0.0,0,0,0,26.86,0.0,0.0,-3841,1590,0,59.16,0.0,-3648.95
2014-01-13,-0.09056,-29.60929485,309280.3615,397120.37,706400.7315,-2264,-73,0,75.7,0.0,-905.6,0,0,0,52.07,0.0,-0.0,0,0,0,26.86,0.0,-0.0,-3841,1640,0,58.77,0.0,0.0
2014-01-10,-0.0864376,-29.51873485,304847.9215,399336.59,704184.5115,-2264,68,68,77.12,12.376,1132.944,0,0,0,52.21,0.0,0.0,0,0,0,26.74,0.0,0.0,-3841,1749,0,58.51,0.0,-1997.32
2014-01-09,0.223186,-29.43229725,295843.7975,406466.92,702310.7175,-2332,41,0,78.11,0.0,2308.68,0,0,0,51.88,0.0,0.0,0,0,0,26.81,0.0,0.0,-3841,1736,0,58.4,0.0,-76.82
2014-01-08,-0.4752254,-29.65548325,309380.4975,399698.57,709079.0675,-2332,42,42,76.97,6.594,-1141.714,0,0,0,51.23,0.0,0.0,0,0,0,26.48,0.0,0.0,-3841,1652,0,57.33,0.0,-3610.54
2014-01-07,-0.182628,-29.18025785,305322.5915,403347.19,708669.7815,-2374,-155,-155,77.76,30.07,1284.93,0,0,0,50.67,0.0,0.0,0,0,0,26.81,0.0,0.0,-3841,1517,0,56.95,0.0,-3111.21
2014-01-06,0.013144,-28.99762985,318297.8015,390848.22,709146.0215,-2219,-126,0,76.78,0.0,-931.98,0,0,0,51.55,0.0,0.0,0,67,67,26.93,8.71,-12.06,-3841,1497,0,57.4,0.0,1075.48
2014-01-03,0.10882535,-29.01077385,314437.1215,393685.07,708122.1915,-2219,-139,-139,78.98,18.904,3836.596,0,0,0,50.67,0.0,0.0,-67,315,315,27.38,47.0925,-21.2325,-3841,1443,0,56.39,0.0,-2727.11
2014-01-02,0.6219895,-29.1195992,309318.218,395100.76,704418.978,-2080,-143,-143,79.38,21.736,2218.554,0,0,0,50.81,0.0,-0.0,-382,237,237,27.93,30.099,237.161,-3841,1453,0,57.1,0.0,3764.18
2013-12-31,-0.1076411,-29.7415887,311682.103,391578.77,703260.873,-1937,17,0,79.17,0.0,-1801.41,0,0,0,51.21,0.0,0.0,-619,241,241,28.37,31.571,225.669,-3841,1493,0,57.45,0.0,499.33
2013-12-30,0.1115307,-29.6339476,305612.524,398047.93,703660.454,-1937,69,0,79.64,0.0,1530.23,0,0,0,51.1,0.0,0.0,-860,219,219,28.67,30.003,161.227,-3841,1696,0,57.05,0.0,-576.15
2013-12-27,0.23923395,-29.7454783,293592.497,407212.31,700804.807,-1937,184,0,80.55,0.0,1065.35,0,0,0,50.99,0.0,0.0,-1079,229,229,29.07,28.5105,213.0995,-3841,1871,0,57.23,0.0,1113.89
2013-12-26,-0.005879,-29.98471225,285073.3775,414814.64,699888.0175,-1937,302,0,81.16,0.0,1045.98,0,0,0,51.3,0.0,0.0,-1308,296,296,28.86,40.7,-221.34,-3841,2031,0,57.24,0.0,-883.43
2013-12-24,0.2167621,-29.97883325,272964.0975,425160.91,698125.0075,-1937,384,0,81.41,0.0,658.58,0,0,0,51.23,0.0,0.0,-1604,83,83,29.06,12.699,318.331,-3841,2151,0,57.5,0.0,1190.71
2013-12-23,-0.7927285,-30.19559535,271320.0965,427195.25,698515.3465,-1937,563,0,81.14,0.0,-5830.37,0,0,0,51.42,0.0,0.0,-1687,1085,1085,29.26,213.745,130.865,-3841,2437,0,57.45,0.0,-2227.78
