,Daily Returns,Total Returns,Funds,Portfolio Value,A Position,A Order,A Filled Order,A Trade Price,A Cost to Trade,A PnL,AAPL Position,AAPL Order,AAPL Filled Order,AAPL Trade Price,AAPL Cost to Trade,AAPL PnL,AEG Position,AEG Order,AEG Filled Order,AEG Trade Price,AEG Cost to Trade,AEG PnL,AIN Position,AIN Order,AIN Filled Order,AIN Trade Price,AIN Cost to Trade,AIN PnL,AIR Position,AIR Order,AIR Filled Order,AIR Trade Price,AIR Cost to Trade,AIR PnL
2010-12-02,-3.171845,-87.0398769,-17337.699,129601.231,-29081,27929.0,0,35.98,0.0,-17448.6,-33526,32500.0,0,45.36,0.0,-8381.5,107303,-107303.0,0,5.76,0.0,8584.24,0,-493.0,0,21.99,0.0,0.0,-35299,33038.0,0,25.22,0.0,-14472.59
2010-12-01,-4.181592,-83.8680319,-17337.699,161319.681,-29081,27646.0,0,35.65,0.0,-31989.1,-33526,32185.0,0,45.04,0.0,-25144.5,107303,-107303.0,0,5.81,0.0,37556.05,0,-557.0,0,21.61,0.0,0.0,-35299,32446.0,0,24.98,0.0,-22238.37
2010-11-30,1.732007,-79.6864399,-17337.699,203135.601,-29081,27776.0,0,35.23,0.0,18321.03,-33526,32245.0,0,44.79,0.0,27491.32,107303,-107303.0,0,5.46,0.0,-19314.54,0,-485.0,0,21.05,0.0,0.0,-35299,32748.0,0,23.96,0.0,-9177.74
2010-11-29,-0.227766,-81.4184469,-17337.699,185815.531,-29081,27766.0,0,35.95,0.0,20356.7,-33526,32192.0,0,45.07,0.0,-9052.02,107303,-107383.0,0,5.68,0.0,-12876.36,0,-468.0,0,20.89,0.0,0.0,-35299,32770.0,0,24.12,0.0,-705.98
2010-11-26,-0.495303,-81.1906809,-17337.699,188093.191,-29081,27738.0,0,35.96,0.0,-290.81,-33526,32147.0,0,44.82,0.0,-1005.78,107303,-107498.0,0,5.8,0.0,-9657.27,0,-481.0,0,21.18,0.0,-0.0,-35299,32732.0,0,24.11,0.0,6000.83
2010-11-24,-8.137148,-80.6953779,-17337.699,193046.221,-29081,27176.0,0,35.62,0.0,-26463.71,-33526,31565.0,0,44.57,0.0,-29167.62,107303,-107703.0,0,5.9,0.0,2146.06,0,-656.0,0,20.75,0.0,0.0,-35299,31632.0,0,23.92,0.0,-27886.21
2010-11-23,-0.559553,-72.5582299,-17337.699,274417.701,-29081,27139.0,0,35.86,0.0,24718.85,-33526,31499.0,0,44.35,0.0,22462.42,107303,-107814.0,0,6.01,0.0,-40775.14,0,-635.0,0,20.72,0.0,-0.0,-35299,31584.0,0,22.84,0.0,-12001.66
2010-11-22,-3.351877,-71.9986769,-17337.699,280013.231,-29081,26924.0,0,36.15,0.0,5234.58,-33526,31231.0,0,43.81,0.0,-31849.7,107303,-107928.0,0,6.27,0.0,-15022.42,0,-663.0,0,21.1,0.0,-0.0,-35299,31113.0,0,23.33,0.0,8118.77
2010-11-19,-1.238088,-68.6467999,-17337.699,313532.001,-29081,26859.0,0,36.17,0.0,-6688.63,-33526,31113.0,0,44.0,0.0,8046.24,107303,-107973.0,0,6.38,0.0,2146.06,0,-651.0,0,21.18,0.0,-0.0,-35299,30919.0,0,23.1,0.0,-15884.55
2010-11-18,-7.616085,-67.4087119,-17337.699,325912.881,-29081,26357.0,0,35.64,0.0,-29662.62,-33526,30528.0,0,43.6,0.0,-37884.38,107303,-108165.0,0,6.43,0.0,16095.45,0,-712.0,0,20.79,0.0,0.0,-35299,29804.0,0,22.74,0.0,-24709.3
2010-11-17,0.970022,-59.7926269,-17337.699,402073.731,-29081,26458.0,0,35.0,0.0,-4943.77,-33526,30522.0,0,43.03,0.0,5028.9,107303,-108209.0,0,6.24,0.0,6438.18,0,-671.0,0,20.95,0.0,0.0,-35299,30020.0,0,22.51,0.0,3176.91
2010-11-16,5.864249,-60.7626489,-17337.699,392373.511,-29081,26849.0,0,35.81,0.0,33733.96,-33526,30889.0,0,43.67,0.0,26150.28,107303,-108133.0,0,6.31,0.0,-13949.39,0,-502.0,0,20.75,0.0,0.0,-35299,30914.0,0,22.57,0.0,12707.64
2010-11-15,1.747943,-66.6268979,-17337.699,333731.021,-29081,26927.0,0,36.54,0.0,4652.96,-33526,30965.0,0,44.07,0.0,4693.64,107303,-108073.0,0,6.37,0.0,1073.03,0,-366.0,0,21.18,0.0,0.0,-35299,31199.0,0,23.18,0.0,7059.8
2010-11-12,3.910764,-68.3748409,-17337.699,316251.591,-29081,27131.0,0,35.9,0.0,-18321.03,-33526,31254.0,0,45.14,0.0,41572.24,107303,-107979.0,0,6.36,0.0,-2146.06,0,-273.0,0,20.93,0.0,0.0,-35299,31798.0,0,23.4,0.0,18002.49
2010-11-11,-0.807441,-72.2856049,-17337.699,277143.951,-29081,26966.0,0,34.8,0.0,-13668.07,-33526,31102.0,0,45.0,0.0,6369.94,107303,-107997.0,0,6.38,0.0,-5365.15,0,-155.0,0,21.17,0.0,0.0,-35299,31912.0,0,23.33,0.0,4588.87
2010-11-10,-2.312395,-71.4781639,-17337.699,285218.361,-29081,26717.0,0,35.46,0.0,6397.82,-33526,30778.0,0,45.23,0.0,-9387.28,107303,-108043.0,0,6.42,0.0,-1073.03,0,-34.0,0,21.32,0.0,0.0,-35299,31875.0,0,23.2,0.0,-19061.46
2010-11-09,3.615062,-69.1657689,-17337.699,308342.311,-29081,26952.0,0,36.18,0.0,20356.7,-33526,30996.0,0,45.86,0.0,12404.62,107303,-107967.0,0,6.53,0.0,-10730.3,0,0.0,0,21.67,0.0,0.0,-35299,32517.0,0,23.53,0.0,14119.6
2010-11-08,0.507699,-72.7808309,-17337.699,272191.691,-29081,26980.0,0,36.15,0.0,5816.2,-33526,30837.0,0,45.31,0.0,-7375.72,107303,-107891.0,0,6.47,0.0,-5365.15,0,0.0,0,21.49,0.0,0.0,-35299,32984.0,0,23.74,0.0,12001.66
2010-11-05,-3.194621,-73.2885299,-17337.699,267114.701,-29081,26727.0,0,35.97,0.0,-11341.59,-33526,30283.0,0,45.43,0.0,5699.42,107303,-107947.0,0,6.54,0.0,-13949.39,0,0.0,0,21.34,0.0,0.0,-35299,33171.0,0,23.53,0.0,-12354.65
2010-11-04,-5.674115,-70.0939089,-17337.699,299060.911,-29081,26409.0,0,35.5,0.0,-25591.28,-33526,29146.0,0,45.06,0.0,-26150.28,107303,-107866.0,0,6.6,0.0,22533.63,0,0.0,0,20.49,0.0,0.0,-35299,33557.0,0,23.18,0.0,-27533.22
2010-11-03,-2.629364,-64.4197939,-17337.699,355802.061,-29081,26365.0,0,35.18,0.0,-1454.05,-33526,28207.0,0,44.48,0.0,-16763.0,107303,-107805.0,0,6.45,0.0,3219.09,0,0.0,0,21.04,0.0,0.0,-35299,34396.0,0,22.53,0.0,-11295.68
2010-11-02,-3.924723,-61.7904299,-17337.699,382095.701,-29081,26361.0,0,34.98,0.0,-9015.11,-33526,26920.0,0,43.86,0.0,-24809.24,107303,-107667.0,0,6.39,0.0,17168.48,0,0.0,0,20.79,0.0,0.0,-35299,35299.0,0,22.14,0.0,-22591.36
2010-11-01,-0.945301,-57.8657069,-17337.699,421342.931,-29081,26833.0,0,34.94,0.0,1454.05,-33526,26276.0,0,43.17,0.0,-15086.7,107303,-107303.0,0,6.33,0.0,-4292.12,0,0.0,0,20.47,0.0,0.0,-35299,35299.0,0,22.2,0.0,8471.76
2010-10-29,1.11064,-56.9204059,-17337.699,430795.941,-29081,27488.0,0,34.82,0.0,3489.72,-33526,25972.0,0,43.46,0.0,20450.86,107303,-107303.0,0,6.34,0.0,-9657.27,0,0.0,0,20.19,0.0,0.0,-35299,35299.0,0,21.91,0.0,-3176.91
2010-10-28,1.39193,-58.0310459,-17337.699,419689.541,-29081,28370.0,0,35.13,0.0,-9596.73,-33526,25541.0,0,43.99,0.0,12404.62,107303,-107303.0,0,6.4,0.0,12876.36,0,0.0,0,20.4,0.0,0.0,-35299,35299.0,0,22.03,0.0,-1764.95
2010-10-27,2.467793,-59.4229759,-17337.699,405770.241,-29081,29081.0,0,34.48,0.0,6107.01,-33526,25469.0,0,43.95,0.0,1005.78,107303,-107303.0,0,6.29,0.0,-6438.18,0,0.0,0,20.12,0.0,0.0,-35299,35299.0,0,22.44,0.0,24003.32
2010-10-26,0.080752,-61.8907689,-17337.699,381092.311,-29081,29081.0,0,34.63,0.0,2908.1,-33526,25470.0,0,43.84,0.0,3687.86,107303,-107303.0,0,6.31,0.0,-10730.3,0,0.0,0,20.15,0.0,0.0,-35299,35299.0,0,22.56,0.0,4941.86
2010-10-25,-1.146252,-61.9715209,-17337.699,380284.791,-29081,29081.0,0,35.03,0.0,-4362.15,-33526,25214.0,0,44.16,0.0,-6705.2,107303,-107303.0,0,6.5,0.0,-3219.09,0,0.0,0,20.4,0.0,0.0,-35299,35299.0,0,22.93,0.0,2823.92
2010-10-22,1.043891,-60.8252689,-17337.699,391747.311,-29081,29081.0,0,34.74,0.0,0.0,-33526,25423.0,0,44.15,0.0,10057.8,107303,-107303.0,0,6.49,0.0,2146.06,0,0.0,0,20.2,0.0,0.0,-35299,35299.0,0,22.78,0.0,-1764.95
2010-10-21,-0.074757,-61.8691599,-17337.699,381308.401,-29081,29081.0,0,34.79,0.0,-2617.29,-33526,25396.0,0,44.62,0.0,4693.64,107303,-107303.0,0,6.48,0.0,0.0,0,0.0,0,20.11,0.0,0.0,-35299,35299.0,0,22.73,0.0,-2823.92
2010-10-20,-1.49159,-61.7944029,-17337.699,382055.971,-29081,29081.0,0,34.14,0.0,-18611.84,-33526,25065.0,0,44.14,0.0,-5028.9,107303,-107303.0,0,6.36,0.0,19314.54,0,0.0,0,19.82,0.0,0.0,-35299,35299.0,0,22.44,0.0,-10589.7
2010-10-19,3.699399,-60.3028129,-17337.699,396971.871,-29081,29081.0,0,34.13,0.0,18611.84,-33526,25844.0,0,43.34,0.0,40901.72,107303,-107303.0,0,6.3,0.0,-21460.6,0,0.0,0,19.73,0.0,-0.0,-35299,35299.0,0,22.02,0.0,-1058.97
2010-10-18,-2.223504,-64.0022119,-17337.699,359977.881,-29081,29081.0,0,34.49,0.0,-5234.58,-33526,25354.0,0,45.5,0.0,-15757.22,107303,-107303.0,0,6.38,0.0,12876.36,0,0.0,0,20.08,0.0,0.0,-35299,35299.0,0,21.94,0.0,-14119.6
2010-10-15,-8.256612,-61.7787079,-17337.699,382212.921,-29081,29081.0,0,34.6,0.0,-7270.25,-33526,23573.0,0,43.92,0.0,-59341.02,107303,-107303.0,0,6.42,0.0,-5365.15,0,0.0,0,20.46,0.0,0.0,-35299,35299.0,0,21.85,0.0,-10589.7
2010-10-14,1.772981,-53.5220959,-17337.699,464779.041,-29081,29081.0,0,34.28,0.0,2326.48,-33526,23942.0,0,43.1,0.0,-10393.06,107303,-107303.0,0,6.42,0.0,2146.06,0,0.0,0,19.91,0.0,0.0,-35299,35299.0,0,22.2,0.0,23650.33
2010-10-13,-5.270459,-55.2950769,-17337.699,447049.231,-29081,29081.0,0,33.95,0.0,-18321.03,-33526,22802.0,0,42.89,0.0,-7710.98,107303,-107303.0,0,6.39,0.0,11803.33,0,0.0,0,19.6,0.0,0.0,-35299,35299.0,0,21.37,0.0,-38475.91
2010-10-12,-1.198839,-50.0246179,-17337.699,499753.821,-29081,29081.0,0,33.61,0.0,2035.67,-33526,22534.0,0,42.2,0.0,-15421.96,107303,-107303.0,0,6.19,0.0,-1073.03,0,0.0,0,19.79,0.0,-0.0,-35299,35299.0,0,21.25,0.0,2470.93
2010-10-11,0.181537,-48.8257789,-17337.699,511742.211,-29081,0.0,0,33.77,0.0,1454.05,-33526,0.0,0,42.11,0.0,-6034.68,107303,0.0,0,6.3,0.0,3219.09,0,0.0,0,19.86,0.0,-0.0,-35299,0.0,0,21.35,0.0,3176.91
2010-10-08,-4.689318,-49.0073159,-17337.699,509926.841,-29081,0.0,0,33.21,0.0,-17448.6,-33526,0.0,0,41.67,0.0,-23132.94,107303,0.0,0,6.23,0.0,3219.09,0,0.0,0,19.36,0.0,0.0,-35299,0.0,0,21.21,0.0,-9530.73
2010-10-07,-6.797665,-44.3179979,-17337.699,556820.021,-29081,0.0,0,32.93,0.0,-15412.93,-33526,0.0,0,41.48,0.0,-335.26,107303,0.0,0,6.26,0.0,1073.03,0,0.0,0,19.79,0.0,0.0,-35299,0.0,0,20.39,0.0,-53301.49
2010-10-06,-1.141115,-37.5203329,-17337.699,624796.671,-29081,0.0,0,33.02,0.0,10759.97,-33526,0.0,0,41.37,0.0,-1005.78,107303,0.0,0,6.2,0.0,1073.03,0,0.0,0,19.29,0.0,0.0,-35299,0.0,0,19.28,0.0,-22238.37
2010-10-05,-6.237116,-36.3792179,-17337.699,636207.821,-29081,0.0,0,32.95,0.0,-13086.45,-33526,0.0,0,40.29,0.0,-49283.22,107303,0.0,0,6.08,0.0,26825.75,0,0.0,0,18.98,0.0,0.0,-35299,0.0,0,18.49,0.0,-26827.24
2010-10-04,6.099583,-30.1421019,-17337.699,698578.981,-29081,0.0,0,33.56,0.0,33152.34,-33526,0.0,0,40.23,0.0,18439.3,107303,0.0,0,5.99,0.0,-9657.27,0,0.0,0,19.22,0.0,-0.0,-35299,0.0,0,18.66,0.0,19061.46
2010-10-01,-0.224624,-36.2416849,-17337.699,637583.151,-29081,0.0,0,33.69,0.0,-10469.16,-33526,0.0,0,40.88,0.0,6034.68,107303,0.0,0,6.05,0.0,5365.15,0,0.0,0,19.18,0.0,0.0,-35299,0.0,0,18.78,0.0,-3176.91
2010-09-30,-0.597415,-36.0170609,-17337.699,639829.391,-29081,0.0,0,32.77,0.0,-22973.99,-33526,0.0,0,41.29,0.0,17098.26,107303,0.0,0,6.06,0.0,-7511.21,0,0.0,0,19.39,0.0,0.0,-35299,0.0,0,19.01,0.0,7412.79
2010-09-29,-1.78402,-35.4196459,-17337.699,645803.541,-29081,0.0,0,32.1,0.0,-6979.44,-33526,0.0,0,41.03,0.0,-2346.82,107303,0.0,0,6.07,0.0,-3219.09,0,0.0,0,18.68,0.0,0.0,-35299,0.0,0,18.6,0.0,-5294.85
2010-09-28,0.817308,-33.6356259,-17337.699,663643.741,-29081,0.0,0,31.96,0.0,-9887.54,-33526,0.0,0,41.68,0.0,20786.12,107303,0.0,0,6.06,0.0,7511.21,0,0.0,0,18.92,0.0,0.0,-35299,0.0,0,18.45,0.0,-10236.71
2010-09-27,2.650714,-34.4529339,-17337.699,655470.661,-29081,0.0,0,32.07,0.0,2617.29,-33526,0.0,0,42.0,0.0,5364.16,107303,0.0,0,6.07,0.0,-13949.39,0,0.0,0,18.9,0.0,-0.0,-35299,0.0,0,19.32,0.0,32475.08
2010-09-24,-7.56925,-37.1036479,-17337.699,628963.521,-29081,0.0,0,30.97,0.0,-44493.93,-33526,0.0,0,41.73,0.0,-16427.74,107303,0.0,0,6.08,0.0,31117.87,0,0.0,0,18.93,0.0,0.0,-35299,0.0,0,18.37,0.0,-45888.7
2010-09-23,-0.086001,-29.5343979,-17337.699,704656.021,-29081,0.0,0,30.49,0.0,5816.2,-33526,0.0,0,40.9,0.0,-5364.16,107303,0.0,0,5.93,0.0,-19314.54,0,0.0,0,19.14,0.0,-0.0,-35299,0.0,0,18.35,0.0,18002.49
2010-09-22,0.310416,-29.4483969,-17337.699,705516.031,-29081,0.0,0,30.98,0.0,11341.59,-33526,0.0,0,40.39,0.0,-19109.82,107303,0.0,0,6.11,0.0,-5365.15,0,0.0,0,19.87,0.0,-0.0,-35299,0.0,0,18.98,0.0,16237.54
2010-09-21,2.302646,-29.7588129,-17337.699,702411.871,-29081,0.0,0,30.98,0.0,-3489.72,-33526,0.0,0,40.55,0.0,-2682.08,107303,0.0,0,6.06,0.0,19314.54,0,0.0,0,20.4,0.0,0.0,-35299,0.0,0,19.23,0.0,9883.72
2010-09-20,-6.050296,-32.0614589,-17337.699,679385.411,-29081,0.0,0,30.78,0.0,-13958.88,-33526,0.0,0,39.44,0.0,-37549.12,107303,0.0,0,5.8,0.0,13949.39,0,0.0,0,19.57,0.0,0.0,-35299,0.0,0,18.76,0.0,-22944.35
2010-09-17,-0.057577,-26.0111629,-17337.699,739888.371,-29081,0.0,0,30.32,0.0,-14831.31,-33526,0.0,0,39.67,0.0,5699.42,107303,0.0,0,5.73,0.0,6438.18,0,0.0,0,19.62,0.0,0.0,-35299,0.0,0,18.9,0.0,2117.94
2010-09-16,-9.447788,-25.9535859,-17337.699,740464.141,-29081,0.0,0,29.34,0.0,-18321.03,-33526,0.0,0,38.61,0.0,-30508.66,107303,0.0,0,5.74,0.0,-8584.24,0,0.0,0,19.45,0.0,-0.0,-35299,0.0,0,18.79,0.0,-37063.95
2010-09-15,-1.052509,-16.5057979,-17337.699,834942.021,-29081,0.0,0,29.15,0.0,-6979.44,-33526,0.0,0,38.31,0.0,-10393.06,107303,0.0,0,5.69,0.0,10730.3,0,0.0,0,19.32,0.0,0.0,-35299,0.0,0,17.52,0.0,-3882.89
2010-09-14,-0.556013,-15.4532889,-17337.699,845467.111,-29081,0.0,0,29.02,0.0,-1163.24,-33526,0.0,0,38.03,0.0,-4693.64,107303,0.0,0,5.67,0.0,-4292.12,0,0.0,0,19.45,0.0,-0.0,-35299,0.0,0,17.67,0.0,4588.87
2010-09-13,-2.532915,-14.8972759,-17337.699,851027.241,-29081,0.0,0,29.23,0.0,-6397.82,-33526,0.0,0,37.97,0.0,-17433.52,107303,0.0,0,5.75,0.0,20387.57,0,0.0,0,19.08,0.0,0.0,-35299,0.0,0,17.3,0.0,-21885.38
2010-09-10,-0.314232,-12.3643609,-17337.699,876356.391,-29081,0.0,0,28.95,0.0,581.62,-33526,0.0,0,37.6,0.0,-1676.3,107303,0.0,0,5.51,0.0,5365.15,0,0.0,0,18.97,0.0,0.0,-35299,0.0,0,16.87,0.0,-7412.79
2010-09-09,-0.256777,-12.0501289,-17337.699,879498.711,-29081,51604.0,0,29.25,0.0,-2617.29,-33526,33526.0,0,37.86,0.0,-670.52,107303,-107303.0,0,5.57,0.0,1073.03,0,0.0,0,19.5,0.0,0.0,-35299,35299.0,0,17.15,0.0,-352.99
2010-09-08,-1.89685,-11.7933519,-17337.699,882066.481,-29081,52061.0,0,29.08,0.0,4362.15,-33526,33526.0,0,37.11,0.0,-24473.98,107303,-107303.0,0,5.46,0.0,6438.18,0,0.0,0,19.2,0.0,0.0,-35299,35299.0,0,16.7,0.0,-5294.85
2010-09-07,3.577592,-9.8965019,-17337.699,901034.981,-29081,51122.0,0,29.69,0.0,25009.66,-33526,33526.0,0,36.66,0.0,4693.64,107303,-107303.0,0,5.5,0.0,-21460.6,0,0.0,0,19.62,0.0,-0.0,-35299,35299.0,0,17.29,0.0,27533.22
2010-09-03,-7.01165,-13.4740939,-17337.699,865259.061,-29081,50538.0,0,29.49,0.0,-18611.84,-33526,33526.0,0,36.44,0.0,-31849.7,107303,-107303.0,0,5.63,0.0,8584.24,0,0.0,0,19.34,0.0,0.0,-35299,38984.0,0,16.92,0.0,-28239.2
2010-09-02,-2.930173,-6.4624439,-17337.699,935375.561,-29081,46566.0,0,28.47,0.0,-26754.52,-33526,33526.0,0,35.89,0.0,-8716.76,107303,-107303.0,0,5.53,0.0,12876.36,0,0.0,0,18.62,0.0,0.0,-35299,46314.0,0,16.36,0.0,-6706.81
2010-09-01,-7.811662,-3.5322709,-17337.699,964677.291,-29081,45246.0,0,27.45,0.0,-38386.92,-33526,33526.0,0,35.35,0.0,-34531.78,107303,-107303.0,0,5.3,0.0,34336.96,0,0.0,0,18.16,0.0,0.0,-35299,51392.0,0,15.66,0.0,-39534.88
2010-08-31,2.50289,4.2793911,-17337.699,1042793.911,-29081,44083.0,0,27.57,0.0,20647.51,-33526,33526.0,0,34.55,0.0,-3017.34,107303,-107303.0,0,5.07,0.0,-1073.03,0,0.0,0,17.75,0.0,0.0,-35299,52104.0,0,15.54,0.0,8471.76
2010-08-30,0.348537,1.7765011,-17337.699,1017765.011,-29081,43519.0,0,27.77,0.0,8142.68,-33526,33526.0,0,34.39,0.0,-4023.12,107303,-107303.0,0,5.18,0.0,-21460.6,0,0.0,0,18.33,0.0,-0.0,-35299,52743.0,0,16.14,0.0,20826.41
2010-08-27,-1.60264,1.4279641,-17337.699,1014279.641,-29081,43584.0,0,27.69,0.0,-13086.45,-33526,33526.0,0,34.54,0.0,-6369.94,107303,-107303.0,0,5.23,0.0,19314.54,0,0.0,0,18.17,0.0,0.0,-35299,53181.0,0,15.92,0.0,-15884.55
2010-08-26,0.127512,3.0306041,-17337.699,1030306.041,-29081,43464.0,0,27.88,0.0,5234.58,-33526,33526.0,0,35.06,0.0,12404.62,107303,-107303.0,0,5.21,0.0,-9657.27,0,0.0,0,18.2,0.0,0.0,-35299,53218.0,0,15.67,0.0,-6706.81
2010-08-25,-4.033848,2.9030921,-17337.699,1029030.921,-29081,43896.0,0,27.14,0.0,-9596.73,-33526,33526.0,0,34.01,0.0,-14080.92,107303,-107303.0,0,5.09,0.0,-5365.15,0,0.0,0,17.82,0.0,0.0,-35299,54031.0,0,15.14,0.0,-11295.68
2010-08-24,2.988571,6.9369401,-17337.699,1069369.401,-29081,43705.0,0,27.52,0.0,17448.6,-33526,33526.0,0,34.67,0.0,27826.58,107303,-107303.0,0,5.29,0.0,-16095.45,0,0.0,0,18.0,0.0,-0.0,-35299,53069.0,0,15.04,0.0,705.98
2010-08-23,4.389419,3.9483691,-17337.699,1039483.691,-29081,43264.0,0,28.74,0.0,17448.6,-33526,33526.0,0,35.97,0.0,18439.3,107303,-107303.0,0,5.51,0.0,-8584.24,0,0.0,0,18.38,0.0,0.0,-35299,51968.0,0,15.79,0.0,16590.53
2010-08-20,-2.452783,-0.4410499,-17337.699,995589.501,-29081,43634.0,0,28.26,0.0,-581.62,-33526,33526.0,0,35.63,0.0,1341.04,107303,-107303.0,0,5.54,0.0,-17168.48,0,0.0,0,18.68,0.0,-0.0,-35299,52278.0,0,15.45,0.0,-8118.77
2010-08-19,3.321262,2.0117331,-17337.699,1020117.331,-29081,43065.0,0,29.25,0.0,26172.9,-33526,33526.0,0,36.12,0.0,15086.7,107303,-107303.0,0,5.85,0.0,-21460.6,0,0.0,0,19.49,0.0,-0.0,-35299,51806.0,0,15.75,0.0,13413.62
2010-08-18,-1.568269,-1.3095289,-17337.699,986904.711,-29081,42902.0,0,29.33,0.0,-4652.96,-33526,33526.0,0,36.05,0.0,-5028.9,107303,-107303.0,0,5.91,0.0,0.0,0,0.0,0,18.94,0.0,0.0,-35299,52601.0,0,15.64,0.0,-6000.83
2010-08-17,-5.969331,0.2587401,-17337.699,1002587.401,-29081,43429.0,0,28.75,0.0,-61651.72,-33526,33526.0,0,35.73,0.0,-20786.12,107303,-107303.0,0,5.9,0.0,38629.08,0,0.0,0,18.72,0.0,0.0,-35299,54018.0,0,15.48,0.0,-15884.55
2010-08-16,1.221286,6.2280711,-17337.699,1062280.711,-29081,43057.0,0,27.11,0.0,5525.39,-33526,33526.0,0,35.37,0.0,7040.46,107303,-107303.0,0,5.47,0.0,0.0,0,0.0,0,17.98,0.0,0.0,-35299,54041.0,0,15.11,0.0,-352.99
2010-08-13,1.152222,5.0067851,-17337.699,1050067.851,-29081,42663.0,0,27.39,0.0,5234.58,-33526,33526.0,0,35.95,0.0,12739.88,107303,-107303.0,0,5.5,0.0,-7511.21,0,0.0,0,18.22,0.0,-0.0,-35299,54119.0,0,15.24,0.0,1058.97
2010-08-12,0.645399,3.8545631,-17337.699,1038545.631,-29081,42379.0,0,27.65,0.0,20065.89,-33526,33526.0,0,35.24,0.0,-7710.98,107303,-107303.0,0,5.52,0.0,-19314.54,0,0.0,0,18.35,0.0,0.0,-35299,54224.0,0,15.3,0.0,13413.62
2010-08-11,6.955783,3.2091641,-17337.699,1032091.641,-29081,40751.0,0,28.86,0.0,36060.44,-33526,33526.0,0,36.49,0.0,44254.32,107303,-107303.0,0,5.89,0.0,-39702.11,0,1430.0,0,19.35,0.0,-0.0,-35299,52619.0,0,16.0,0.0,28945.18
2010-08-10,2.132184,-3.7466189,-17337.699,962533.811,-29081,39573.0,0,29.44,0.0,10469.16,-33526,33526.0,0,37.12,0.0,11063.58,107303,-107303.0,0,6.12,0.0,-16095.45,0,3566.0,0,20.06,0.0,-0.0,-35299,51503.0,0,16.74,0.0,15884.55
