,Daily Returns,Total Returns,Funds,Portfolio Value,A Position,A Order,A Filled Order,A Trade Price,A Cost to Trade,A PnL,AAPL Position,AAPL Order,AAPL Filled Order,AAPL Trade Price,AAPL Cost to Trade,AAPL PnL,AEG Position,AEG Order,AEG Filled Order,AEG Trade Price,AEG Cost to Trade,AEG PnL,AIN Position,AIN Order,AIN Filled Order,AIN Trade Price,AIN Cost to Trade,AIN PnL,AIR Position,AIR Order,AIR Filled Order,AIR Trade Price,AIR Cost to Trade,AIR PnL
2010-08-09,-4.151315,-5.8788029,-17337.699,941211.971,-29081,39017.0,0,28.92,0.0,-31698.29,-33526,33526.0,0,37.35,0.0,-7710.98,107303,-107303.0,0,6.28,0.0,1073.03,0,5978.0,0,21.19,0.0,0.0,-35299,51562.0,0,16.96,0.0,-3176.91
2010-08-06,0.515396,-1.7274879,-17337.699,982725.121,-29081,37825.0,0,28.18,0.0,-7851.87,-33526,33526.0,0,37.11,0.0,7710.98,107303,-107303.0,0,6.19,0.0,0.0,0,8157.0,0,19.26,0.0,0.0,-35299,51051.0,0,16.72,0.0,5294.85
2010-08-05,-1.062806,-2.2428839,-17337.699,977571.161,-29081,36817.0,0,28.03,0.0,-4943.77,-33526,33526.0,0,37.39,0.0,6034.68,107303,-107303.0,0,6.26,0.0,-5365.15,0,9559.0,0,19.49,0.0,0.0,-35299,51589.0,0,16.62,0.0,-6353.82
2010-08-04,-1.702826,-1.1800779,-17337.699,988199.221,-29081,35838.0,0,27.86,0.0,-13086.45,-33526,33526.0,0,37.55,0.0,-5028.9,107303,-107303.0,0,6.34,0.0,2146.06,0,10784.0,0,18.7,0.0,0.0,-35299,52479.0,0,16.83,0.0,-1058.97
2010-08-03,3.916305,0.5227481,-17337.699,1005227.481,-29081,34433.0,0,28.61,0.0,28499.38,-33526,33526.0,0,37.29,0.0,-335.26,107303,-107303.0,0,6.27,0.0,4292.12,0,11342.0,0,18.77,0.0,-0.0,-35299,52539.0,0,16.91,0.0,6706.81
2010-08-02,-2.683134,-3.3935569,-17337.699,966064.431,-29081,33468.0,0,28.35,0.0,-25882.09,-33526,33526.0,0,37.21,0.0,-22127.16,107303,-107303.0,0,6.17,0.0,26825.75,0,12380.0,0,18.92,0.0,0.0,-35299,53960.0,0,17.13,0.0,-5647.84
2010-07-30,1.45584,-0.7104229,-17337.699,992895.771,-29081,32183.0,0,27.78,0.0,6397.82,-33526,33526.0,0,36.56,0.0,4023.12,107303,-107303.0,0,5.93,0.0,-7511.21,0,12805.0,0,17.98,0.0,0.0,-35299,54888.0,0,16.8,0.0,11648.67
2010-07-29,4.166772,-2.1662629,-17337.699,978337.371,-29081,30697.0,0,28.97,0.0,18321.03,-33526,33526.0,0,37.24,0.0,13745.66,107303,-107303.0,0,6.23,0.0,5365.15,0,12665.0,0,18.26,0.0,0.0,-35299,55641.0,0,17.35,0.0,4235.88
2010-07-28,3.001646,-6.3330349,-17337.699,936669.651,-29081,29505.0,0,28.79,0.0,2617.29,-33526,33526.0,0,37.67,0.0,15086.7,107303,-107303.0,0,6.1,0.0,-3219.09,0,12624.0,0,18.68,0.0,0.0,-35299,56277.0,0,17.66,0.0,15531.56
2010-07-27,0.195532,-9.3346809,-17337.699,906653.191,-29081,29081.0,0,29.73,0.0,22392.37,-33526,33526.0,0,37.27,0.0,-23132.94,107303,-107303.0,0,6.13,0.0,17168.48,0,12692.0,0,18.94,0.0,0.0,-35299,56713.0,0,17.4,0.0,-14472.59
2010-07-26,-1.387376,-9.5302129,-17337.699,904697.871,-29081,29081.0,0,29.22,0.0,-9887.54,-33526,33526.0,0,37.14,0.0,3017.34,107303,-107303.0,0,5.79,0.0,4292.12,0,12879.0,0,18.36,0.0,0.0,-35299,56995.0,0,16.95,0.0,-11295.68
2010-07-23,-2.176262,-8.1428369,-17337.699,918571.631,-29081,29081.0,0,28.56,0.0,-16866.98,-33526,33526.0,0,36.73,0.0,-4358.38,107303,-107303.0,0,5.7,0.0,12876.36,0,13158.0,0,17.41,0.0,0.0,-35299,57472.0,0,16.54,0.0,-13413.62
2010-07-22,-6.261614,-5.9665749,-17337.699,940334.251,-29081,29081.0,0,27.95,0.0,-33152.34,-33526,33526.0,0,36.81,0.0,-22797.68,107303,-107303.0,0,5.61,0.0,30044.84,0,14361.0,0,16.77,0.0,0.0,-35299,58571.0,0,15.8,0.0,-36710.96
2010-07-21,-1.757642,0.2950391,-17337.699,1002950.391,-29081,29081.0,0,27.68,0.0,-1744.86,-33526,33526.0,0,37.87,0.0,-11398.84,107303,-107303.0,0,5.62,0.0,-15022.42,0,14797.0,0,16.38,0.0,0.0,-35299,58717.0,0,16.01,0.0,10589.7
2010-07-20,-3.672188,2.0526811,-17337.699,1020526.811,-29081,29081.0,0,27.03,0.0,581.62,-33526,33526.0,0,34.7,0.0,-30173.4,107303,-107303.0,0,5.49,0.0,-5365.15,0,15224.0,0,15.42,0.0,0.0,-35299,59567.0,0,15.61,0.0,-1764.95
2010-07-19,1.98339,5.7248691,-17337.699,1057248.691,-29081,29081.0,0,27.29,0.0,-14831.31,-33526,33526.0,0,35.7,0.0,20786.12,107303,-107303.0,0,5.67,0.0,8584.24,0,14587.0,0,15.66,0.0,0.0,-35299,59341.0,0,15.97,0.0,5294.85
2010-07-16,5.422174,3.7414791,-17337.699,1037414.791,-29081,29081.0,0,28.2,0.0,39840.97,-33526,33526.0,0,36.17,0.0,7375.72,107303,-107303.0,0,5.77,0.0,-31117.87,0,13122.0,0,16.67,0.0,-0.0,-35299,58647.0,0,16.91,0.0,38122.92
2010-07-15,1.582389,-1.6806949,-17337.699,983193.051,-29081,29081.0,0,28.62,0.0,8433.49,-33526,33526.0,0,35.46,0.0,6034.68,107303,-107303.0,0,5.93,0.0,-4292.12,0,12293.0,0,16.99,0.0,-0.0,-35299,58772.0,0,17.21,0.0,5647.84
2010-07-14,1.993566,-3.2630839,-17337.699,967369.161,-29081,29081.0,0,28.62,0.0,1744.86,-33526,33526.0,0,35.63,0.0,-4358.38,107303,-107270.0,0,5.87,0.0,-3219.09,0,11713.0,0,16.8,0.0,0.0,-35299,58507.0,0,17.88,0.0,25768.27
2010-07-13,-0.137007,-5.2566499,-17337.699,947433.501,-29081,29081.0,0,28.47,0.0,-15994.55,-33526,33526.0,0,36.62,0.0,26485.54,107303,-106569.0,0,5.86,0.0,10730.3,0,11498.0,0,16.31,0.0,0.0,-35299,58480.0,0,17.6,0.0,-22591.36
2010-07-12,1.877082,-5.1196429,-17337.699,948803.571,-29081,29081.0,0,28.51,0.0,13086.45,-33526,33526.0,0,36.93,0.0,11063.58,107303,-106276.0,0,5.76,0.0,-6438.18,0,10772.0,0,16.45,0.0,-0.0,-35299,58311.0,0,17.18,0.0,1058.97
2010-07-09,-0.409254,-6.9967249,-17337.699,930032.751,-29081,29081.0,0,28.88,0.0,4652.96,-33526,33526.0,0,36.7,0.0,-7375.72,107303,-105143.0,0,5.8,0.0,3219.09,0,10479.0,0,16.13,0.0,0.0,-35299,58323.0,0,17.18,0.0,-4588.87
2010-07-08,-2.416471,-6.5874709,-17337.699,934125.291,-29081,29081.0,0,28.77,0.0,-6979.44,-33526,33526.0,0,37.5,0.0,2682.08,107303,-104285.0,0,5.77,0.0,19314.54,0,10372.0,0,16.08,0.0,0.0,-35299,58956.0,0,16.25,0.0,-39181.89
2010-07-07,-7.296154,-4.1709999,-17337.699,958290.001,-29081,29081.0,0,27.79,0.0,-23846.42,-33526,33526.0,0,35.78,0.0,-47942.18,107303,-103261.0,0,5.49,0.0,18241.51,0,11096.0,0,15.14,0.0,0.0,-35299,60489.0,0,15.53,0.0,-19414.45
2010-07-06,3.276436,3.1251541,-17337.699,1031251.541,-29081,29081.0,0,28.35,0.0,1163.24,-33526,33526.0,0,35.86,0.0,-8046.24,107303,-103287.0,0,5.59,0.0,8584.24,0,10561.0,0,15.76,0.0,0.0,-35299,59710.0,0,16.68,0.0,31063.12
2010-07-02,2.97723,-0.1512819,-17337.699,998487.181,-29081,29081.0,0,28.36,0.0,14249.69,-33526,33526.0,0,35.78,0.0,7375.72,107303,-103070.0,0,5.54,0.0,2146.06,0,9978.0,0,15.78,0.0,0.0,-35299,59026.0,0,16.67,0.0,6000.83
2010-07-01,3.908154,-3.1285119,-17337.699,968714.881,-29081,29081.0,0,28.5,0.0,4362.15,-33526,33526.0,0,36.33,0.0,14416.18,107303,-103288.0,0,5.47,0.0,13949.39,0,8669.0,0,16.14,0.0,-0.0,-35299,58810.0,0,16.81,0.0,6353.82
2010-06-30,4.216702,-7.0366659,-17337.699,929633.341,-29081,29081.0,0,29.16,0.0,22683.18,-33526,33526.0,0,36.67,0.0,22462.42,107303,-103226.0,0,5.39,0.0,-11803.33,0,6572.0,0,16.19,0.0,0.0,-35299,59147.0,0,16.96,0.0,8824.75
2010-06-29,10.368861,-11.2533679,-17337.699,887466.321,-29081,29081.0,0,30.03,0.0,39840.97,-33526,33526.0,0,37.73,0.0,57999.98,107303,-103485.0,0,5.49,0.0,-38629.08,0,3293.0,0,15.81,0.0,0.0,-35299,58531.0,0,17.85,0.0,44476.74
2010-06-28,-2.228811,-21.6222289,-17337.699,783777.711,-29081,29081.0,0,30.63,0.0,3198.91,-33526,33526.0,0,38.13,0.0,-7710.98,107303,-102660.0,0,5.78,0.0,-9657.27,0,0.0,0,15.93,0.0,0.0,-35299,62044.0,0,18.0,0.0,-8118.77
2010-06-25,-0.174039,-19.3934179,-17337.699,806065.821,-29081,29081.0,0,30.92,0.0,2035.67,-33526,33526.0,0,38.58,0.0,11063.58,107303,-102979.0,0,5.73,0.0,-1073.03,0,0.0,0,15.86,0.0,0.0,-35299,62144.0,0,17.67,0.0,-13766.61
2010-06-24,4.90095,-19.2193789,-17337.699,807806.211,-29081,29081.0,0,31.73,0.0,35188.01,-33526,32702.0,0,38.71,0.0,9387.28,107303,-104345.0,0,5.95,0.0,-11803.33,0,0.0,0,16.91,0.0,-0.0,-35299,59589.0,0,17.99,0.0,16237.54
2010-06-23,0.77588,-24.1203289,-17337.699,758796.711,-29081,29081.0,0,32.08,0.0,1454.05,-33526,32036.0,0,39.23,0.0,13745.66,107303,-105466.0,0,5.97,0.0,-2146.06,0,0.0,0,17.59,0.0,0.0,-35299,58634.0,0,17.86,0.0,-5294.85
2010-06-22,-2.135119,-24.8962089,-17337.699,751037.911,-29081,29081.0,0,32.41,0.0,11923.21,-33526,31473.0,0,38.88,0.0,-17433.52,107303,-107303.0,0,6.1,0.0,-23606.66,0,0.0,0,17.99,0.0,0.0,-35299,59034.0,0,18.18,0.0,7765.78
2010-06-21,4.425978,-22.7610899,-17337.699,772389.101,-29081,29081.0,0,33.06,0.0,5234.58,-33526,32826.0,0,39.67,0.0,18439.3,107303,-105790.0,0,6.28,0.0,8584.24,0,0.0,0,18.61,0.0,0.0,-35299,58960.0,0,18.66,0.0,12001.66
2010-06-18,-1.099074,-27.1870679,-17337.699,728129.321,-29081,29081.0,0,32.55,0.0,-4071.34,-33526,33164.0,0,38.89,0.0,-10393.06,107303,-104367.0,0,6.12,0.0,-4292.12,0,0.0,0,18.65,0.0,0.0,-35299,59374.0,0,18.7,0.0,7765.78
2010-06-17,-2.067923,-26.0879939,-17337.699,739120.061,-29081,29081.0,0,32.8,0.0,4652.96,-33526,32051.0,0,38.66,0.0,-22127.16,107303,-105240.0,0,6.2,0.0,-2146.06,0,0.0,0,19.08,0.0,0.0,-35299,58715.0,0,18.82,0.0,-1058.97
2010-06-16,-4.405374,-24.0200709,-17337.699,759799.291,-29081,29081.0,0,31.99,0.0,-12504.83,-33526,29863.0,0,37.3,0.0,-36208.08,107303,-107303.0,0,6.16,0.0,5365.15,0,0.0,0,18.84,0.0,0.0,-35299,57696.0,0,18.45,0.0,-705.98
2010-06-15,-4.077173,-19.6146969,-17337.699,803853.031,-29081,29081.0,0,31.8,0.0,-21519.94,-33526,24947.0,0,36.52,0.0,-25815.02,107303,-107303.0,0,6.01,0.0,42921.2,0,0.0,0,18.6,0.0,0.0,-35299,52236.0,0,17.86,0.0,-36357.97
2010-06-14,0.214927,-15.5375239,-17337.699,844624.761,-29081,29081.0,0,31.14,0.0,-21229.13,-33526,20864.0,0,36.57,0.0,-3687.86,107303,-107303.0,0,5.79,0.0,18241.51,0,0.0,0,18.64,0.0,0.0,-35299,46507.0,0,18.01,0.0,8824.75
2010-06-11,-2.075173,-15.7524509,-17337.699,842475.491,-29081,29081.0,0,30.05,0.0,-8142.68,-33526,15136.0,0,35.46,0.0,-14416.18,107303,-107303.0,0,5.41,0.0,3219.09,0,0.0,0,17.88,0.0,0.0,-35299,39339.0,0,17.67,0.0,-1411.96
2010-06-10,-3.040972,-13.6772779,-17337.699,863227.221,-29081,29081.0,0,30.02,0.0,-27045.33,-33526,11404.0,0,34.98,0.0,-35202.3,107303,-107303.0,0,5.41,0.0,32190.9,0,0.0,0,17.27,0.0,0.0,-35299,35299.0,0,18.11,0.0,-352.99
2010-06-09,2.453454,-10.6363059,-17337.699,893636.941,-29081,29081.0,0,29.98,0.0,9305.92,-33526,11974.0,0,35.92,0.0,29502.88,107303,-107303.0,0,5.33,0.0,-11803.33,0,0.0,0,17.06,0.0,0.0,-35299,35299.0,0,17.94,0.0,-2470.93
2010-06-08,3.735426,-13.0897599,-17337.699,869102.401,-29081,29081.0,0,30.18,0.0,7561.06,-33526,12859.0,0,36.18,0.0,7710.98,107303,-107303.0,0,5.24,0.0,15022.42,0,0.0,0,17.66,0.0,0.0,-35299,35299.0,0,18.0,0.0,7059.8
2010-06-07,3.525562,-16.8251859,-17337.699,831748.141,-29081,29081.0,0,30.53,0.0,6979.44,-33526,13695.0,0,36.9,0.0,24138.72,107303,-107303.0,0,5.37,0.0,-7511.21,0,0.0,0,18.39,0.0,0.0,-35299,35299.0,0,18.39,0.0,11648.67
2010-06-04,7.045603,-20.3507479,-17337.699,796492.521,-29081,29081.0,0,31.61,0.0,59906.86,-33526,15410.0,0,36.89,0.0,34196.52,107303,-107303.0,0,5.49,0.0,-53651.5,0,0.0,0,19.23,0.0,-0.0,-35299,35299.0,0,18.74,0.0,30004.15
2010-06-03,-1.324124,-27.3963509,-17337.699,726036.491,-29081,29081.0,0,32.34,0.0,-5234.58,-33526,15029.0,0,37.88,0.0,4023.12,107303,-107303.0,0,5.86,0.0,-2146.06,0,0.0,0,19.11,0.0,0.0,-35299,35299.0,0,18.65,0.0,-9883.72
2010-06-02,-2.887047,-26.0722269,-17337.699,739277.731,-29081,29081.0,0,31.7,0.0,-21519.94,-33526,14253.0,0,37.79,0.0,-15086.7,107303,-107303.0,0,5.59,0.0,24679.69,0,0.0,0,18.67,0.0,0.0,-35299,35299.0,0,18.51,0.0,-16943.52
2010-06-01,3.803599,-23.1851799,-17337.699,768148.201,-29081,29081.0,0,32.09,0.0,25591.28,-33526,15161.0,0,37.1,0.0,-18774.56,107303,-107303.0,0,5.53,0.0,-15022.42,0,0.0,0,18.52,0.0,0.0,-35299,35299.0,0,19.38,0.0,46241.69
2010-05-28,-3.952974,-26.9887789,-17337.699,730112.211,-29081,29081.0,0,32.76,0.0,11341.59,-33526,14123.0,0,37.06,0.0,-17098.26,107303,-107303.0,0,5.79,0.0,-18241.51,0,0.0,0,19.18,0.0,-0.0,-35299,35299.0,0,19.41,0.0,-15531.56
2010-05-27,-5.547002,-23.0358049,-17337.699,769641.951,-29081,28862.0,0,32.21,0.0,-36642.06,-33526,12902.0,0,35.8,0.0,-44254.32,107303,-107303.0,0,5.65,0.0,54724.53,0,0.0,0,19.04,0.0,0.0,-35299,35299.0,0,18.92,0.0,-29298.17
2010-05-26,-2.50754,-17.4888029,-17337.699,825111.971,-29081,27431.0,0,31.51,0.0,-7270.25,-33526,13683.0,0,35.73,0.0,5364.16,107303,-107303.0,0,5.47,0.0,-17168.48,0,0.0,0,18.73,0.0,0.0,-35299,35299.0,0,18.33,0.0,-6000.83
2010-05-25,13.687466,-14.9812629,-17337.699,850187.371,-29081,26896.0,0,30.5,0.0,4652.96,-33526,18312.0,0,34.19,0.0,7375.72,107303,-107303.0,0,5.32,0.0,-8584.24,0,-946.0,0,18.43,0.0,0.0,-35299,35299.0,0,19.66,0.0,133430.22
2010-05-24,-6.501116,-28.6687289,-17337.699,713312.711,-29081,25998.0,0,31.24,0.0,-1744.86,-33526,18473.0,0,35.33,0.0,-21121.38,107303,-107303.0,0,5.74,0.0,-37556.05,0,-2295.0,0,19.54,0.0,-0.0,-35299,35299.0,0,21.84,0.0,-4588.87
2010-05-21,-2.355631,-22.1676129,-17337.699,778323.871,-29081,25304.0,0,30.32,0.0,-8724.3,-33526,19202.0,0,33.26,0.0,-21791.9,107303,-107303.0,0,5.71,0.0,19314.54,0,-3232.0,0,19.41,0.0,0.0,-35299,35299.0,0,21.19,0.0,-12354.65
2010-05-20,11.738984,-19.8119819,-17337.699,801880.181,-29081,25427.0,0,31.73,0.0,45075.55,-33526,22046.0,0,34.55,0.0,50624.26,107303,-107303.0,0,5.84,0.0,-41848.17,0,-3232.0,0,21.5,0.0,-0.0,-35299,35299.0,0,22.75,0.0,63538.2
2010-05-19,2.287895,-31.5509659,-17337.699,684490.341,-29081,25240.0,0,32.01,0.0,-15122.12,-33526,22744.0,0,35.64,0.0,19109.82,107303,-107303.0,0,6.07,0.0,13949.39,0,-3156.0,0,23.37,0.0,-0.0,-35299,35299.0,0,23.39,0.0,4941.86
2010-05-18,6.453419,-33.8388609,-17337.699,661611.391,-29081,25218.0,0,34.0,0.0,61651.72,-33526,24055.0,0,36.71,0.0,9052.02,107303,-107303.0,0,6.31,0.0,-12876.36,0,-2673.0,0,24.8,0.0,0.0,-35299,35299.0,0,23.99,0.0,6706.81
2010-05-17,-0.591827,-40.2922799,-17337.699,597077.201,-29081,24924.0,0,34.02,0.0,-9596.73,-33526,24063.0,0,36.39,0.0,-2011.56,107303,-107303.0,0,6.14,0.0,3219.09,0,-2511.0,0,24.53,0.0,0.0,-35299,35299.0,0,23.95,0.0,2470.93
2010-05-14,3.519053,-39.7004529,-17337.699,602995.471,-29081,24896.0,0,34.39,0.0,26754.52,-33526,24629.0,0,36.45,0.0,21791.9,107303,-107303.0,0,6.24,0.0,-22533.63,0,-2016.0,0,24.32,0.0,-0.0,-35299,35299.0,0,23.77,0.0,9177.74
2010-05-13,-1.163008,-43.2195059,-17337.699,567804.941,-29081,24580.0,0,34.83,0.0,872.43,-33526,24491.0,0,37.6,0.0,17768.78,107303,-107303.0,0,6.4,0.0,-20387.57,0,-1817.0,0,24.71,0.0,-0.0,-35299,35299.0,0,23.64,0.0,-9883.72
2010-05-12,-6.250619,-42.0564979,-17337.699,579435.021,-29081,23823.0,0,34.16,0.0,-21519.94,-33526,23570.0,0,37.04,0.0,-26485.54,107303,-107303.0,0,6.45,0.0,-2146.06,0,-1732.0,0,23.78,0.0,0.0,-35299,35299.0,0,23.45,0.0,-12354.65
2010-05-11,-2.681748,-35.8058789,-17337.699,641941.211,-29081,23348.0,0,33.68,0.0,3489.72,-33526,23349.0,0,35.98,0.0,-12404.62,107303,-107303.0,0,6.48,0.0,-19314.54,0,-1752.0,0,23.19,0.0,0.0,-35299,35299.0,0,23.23,0.0,1411.96
2010-05-10,-11.465737,-33.1241309,-17337.699,668758.691,-29081,22026.0,0,33.18,0.0,-67467.92,-33526,21890.0,0,35.75,0.0,-86832.34,107303,-107303.0,0,6.65,0.0,89061.49,0,-2018.0,0,23.08,0.0,0.0,-35299,35299.0,0,23.35,0.0,-49418.6
2010-05-07,13.002736,-21.6583939,-17337.699,783416.061,-29081,22980.0,0,33.09,0.0,41004.21,-33526,24106.0,0,34.82,0.0,49953.74,107303,-107303.0,0,5.97,0.0,-8584.24,0,-1801.0,0,22.75,0.0,-0.0,-35299,35299.0,0,23.36,0.0,47653.65
2010-05-06,6.352274,-34.6611299,-17337.699,653388.701,-29081,23394.0,0,34.52,0.0,43039.88,-33526,25212.0,0,36.26,0.0,46601.14,107303,-107303.0,0,6.29,0.0,-53651.5,0,-1670.0,0,23.04,0.0,0.0,-35299,35299.0,0,23.98,0.0,27533.22
2010-05-05,0.447794,-41.0134039,-17337.699,589865.961,-29081,23272.0,0,34.92,0.0,17448.6,-33526,25364.0,0,36.15,0.0,12739.88,107303,-107303.0,0,6.43,0.0,-22533.63,0,-1586.0,0,23.8,0.0,-0.0,-35299,35299.0,0,23.95,0.0,-3176.91
2010-05-04,9.848575,-41.4611979,-17337.699,585388.021,-29081,24132.0,0,36.36,0.0,41004.21,-33526,26763.0,0,37.58,0.0,36878.6,107303,-107303.0,0,6.78,0.0,-43994.23,0,-1227.0,0,25.25,0.0,-0.0,-35299,35299.0,0,25.47,0.0,64597.17
2010-05-03,-8.611908,-51.3097729,-17337.699,486902.271,-29081,23147.0,0,36.5,0.0,-14831.31,-33526,25526.0,0,37.69,0.0,-25144.5,107303,-107303.0,0,7.03,0.0,7511.21,0,-1282.0,0,25.56,0.0,0.0,-35299,35299.0,0,24.57,0.0,-53654.48
2010-04-30,8.654254,-42.6978649,-17337.699,573021.351,-29081,23992.0,0,37.25,0.0,28208.57,-33526,26699.0,0,38.47,0.0,36208.08,107303,-107303.0,0,7.13,0.0,-8584.24,0,-1014.0,0,24.55,0.0,0.0,-35299,35299.0,0,25.19,0.0,30710.13
2010-04-29,-4.171626,-51.3521189,-17337.699,486478.811,-29081,23488.0,0,36.93,0.0,-17157.79,-33526,26037.0,0,37.57,0.0,-33861.26,107303,-107303.0,0,6.92,0.0,36483.02,0,-952.0,0,23.71,0.0,0.0,-35299,35299.0,0,24.64,0.0,-27180.23
2010-04-28,-2.052353,-47.1804929,-17337.699,528195.071,-29081,23161.0,0,36.47,0.0,-12214.02,-33526,25623.0,0,37.61,0.0,2011.56,107303,-107303.0,0,6.79,0.0,-6438.18,0,-712.0,0,23.72,0.0,0.0,-35299,35299.0,0,24.59,0.0,-3882.89
2010-04-27,5.439594,-45.1281399,-17337.699,548718.601,-29081,23667.0,0,36.6,0.0,17448.6,-33526,26276.0,0,38.18,0.0,35872.82,107303,-107303.0,0,7.0,0.0,-25752.72,0,-393.0,0,24.0,0.0,-0.0,-35299,35299.0,0,24.95,0.0,26827.24
2010-04-26,0.561175,-50.5677339,-17337.699,494322.661,-29081,23676.0,0,36.67,0.0,-5234.58,-33526,26375.0,0,38.84,0.0,6369.94,107303,-107303.0,0,7.01,0.0,-8584.24,0,-388.0,0,24.52,0.0,0.0,-35299,35299.0,0,25.4,0.0,13060.63
2010-04-23,-1.803214,-51.1289089,-17337.699,488710.911,-29081,23470.0,0,36.39,0.0,-5816.2,-33526,26185.0,0,38.28,0.0,-20786.12,107303,-107303.0,0,7.07,0.0,7511.21,0,-557.0,0,24.2,0.0,0.0,-35299,35299.0,0,25.61,0.0,1058.97
2010-04-22,-5.136524,-49.3256949,-17337.699,506743.051,-29081,22938.0,0,35.8,0.0,-9015.11,-33526,25563.0,0,36.89,0.0,-34867.04,107303,-107303.0,0,6.92,0.0,-5365.15,0,-902.0,0,23.95,0.0,0.0,-35299,35299.0,0,25.13,0.0,-2117.94
2010-04-21,-9.349943,-44.1891709,-17337.699,558108.291,-29081,21775.0,0,36.18,0.0,4652.96,-33526,24241.0,0,36.97,0.0,-70069.34,107303,-107303.0,0,7.15,0.0,-15022.42,0,-936.0,0,23.63,0.0,0.0,-35299,35299.0,0,25.2,0.0,-13060.63
2010-04-20,-3.414955,-34.8392279,-17337.699,651607.721,-29081,21171.0,0,35.38,0.0,-32861.53,-33526,23731.0,0,35.51,0.0,12069.36,107303,-107303.0,0,7.25,0.0,4292.12,0,-684.0,0,23.27,0.0,0.0,-35299,35299.0,0,24.78,0.0,-17649.5
2010-04-19,-0.540001,-31.4242729,-17337.699,685757.271,-29081,20693.0,0,35.34,0.0,3198.91,-33526,23609.0,0,35.29,0.0,1341.04,107303,-107303.0,0,7.09,0.0,-4292.12,0,-66.0,0,23.08,0.0,-0.0,-35299,35299.0,0,24.26,0.0,-5647.84
2010-04-16,4.557643,-30.8842719,-17337.699,691157.281,-29081,20950.0,0,35.54,0.0,10469.16,-33526,24487.0,0,35.51,0.0,7375.72,107303,-107303.0,0,7.3,0.0,-11803.33,0,0.0,0,23.05,0.0,0.0,-35299,35299.0,0,25.53,0.0,39534.88
2010-04-15,-5.625187,-35.4419149,-17337.699,645580.851,-29081,19965.0,0,34.45,0.0,-35478.82,-33526,23940.0,0,35.11,0.0,-15421.96,107303,-107303.0,0,7.31,0.0,-4292.12,0,0.0,0,23.01,0.0,0.0,-35299,35299.0,0,25.45,0.0,-1058.97
2010-04-14,-1.614555,-29.8167279,-17337.699,701832.721,-29081,19443.0,0,33.94,0.0,-14831.31,-33526,23997.0,0,35.04,0.0,-15757.22,107303,-107303.0,0,7.28,0.0,24679.69,0,0.0,0,22.43,0.0,0.0,-35299,35299.0,0,25.28,0.0,-10236.71
2010-04-13,-1.047636,-28.2021729,-17337.699,717978.271,-29081,18934.0,0,34.15,0.0,9015.11,-33526,24195.0,0,34.55,0.0,-670.52,107303,-107303.0,0,7.22,0.0,-8584.24,0,0.0,0,22.08,0.0,0.0,-35299,35299.0,0,25.1,0.0,-10236.71
2010-04-12,0.75672,-27.1545369,-17337.699,728454.631,-29081,18654.0,0,34.21,0.0,581.62,-33526,24648.0,0,34.6,0.0,-2346.82,107303,-107303.0,0,7.26,0.0,11803.33,0,0.0,0,22.19,0.0,0.0,-35299,35299.0,0,24.96,0.0,-2470.93
2010-04-09,-0.561564,-27.9112569,-17337.699,720887.431,-29081,18063.0,0,34.04,0.0,-6979.44,-33526,25062.0,0,34.49,0.0,-8716.76,107303,-107303.0,0,7.07,0.0,15022.42,0,0.0,0,21.8,0.0,0.0,-35299,35299.0,0,24.83,0.0,-4941.86
2010-04-08,2.408223,-27.3496929,-17337.699,726503.071,-29081,17780.0,0,34.1,0.0,8724.3,-33526,25968.0,0,34.35,0.0,3017.34,107303,-107303.0,0,6.97,0.0,-1073.03,0,0.0,0,22.06,0.0,-0.0,-35299,35299.0,0,25.1,0.0,13413.62
2010-04-07,-0.533798,-29.7579159,-17337.699,702420.841,-29081,17036.0,0,34.47,0.0,7851.87,-33526,26546.0,0,34.25,0.0,-5028.9,107303,-107303.0,0,7.0,0.0,-3219.09,0,0.0,0,22.15,0.0,0.0,-35299,35299.0,0,24.82,0.0,-4941.86
2010-04-06,2.131093,-29.2241179,-17337.699,707758.821,-29081,16732.0,0,34.64,0.0,7561.06,-33526,27400.0,0,34.03,0.0,-5028.9,107303,-107303.0,0,6.97,0.0,5365.15,0,0.0,0,22.27,0.0,0.0,-35299,35299.0,0,25.3,0.0,13413.62
2010-04-05,-2.794172,-31.3552109,-17337.699,686447.891,-29081,15562.0,0,34.59,0.0,-12504.83,-33526,27794.0,0,33.57,0.0,-16763.0,107303,-107303.0,0,6.99,0.0,20387.57,0,0.0,0,21.85,0.0,0.0,-35299,35299.0,0,25.04,0.0,-19061.46
2010-03-31,2.346157,-28.5610389,-17337.699,714389.611,-29081,15289.0,0,34.55,0.0,6688.63,-33526,28676.0,0,33.64,0.0,4023.12,107303,-107303.0,0,6.78,0.0,3219.09,0,0.0,0,21.91,0.0,-0.0,-35299,35299.0,0,24.94,0.0,9530.73
2010-03-30,-3.952857,-30.9071959,-17337.699,690928.041,-29081,13740.0,0,34.46,0.0,-6397.82,-33526,29136.0,0,33.8,0.0,-16427.74,107303,-107303.0,0,6.86,0.0,-8584.24,0,0.0,0,22.2,0.0,0.0,-35299,35299.0,0,24.93,0.0,-8118.77
