,Daily Returns,Total Returns,Funds,Portfolio Value,A Position,A Order,A Filled Order,A Trade Price,A Cost to Trade,A PnL,AAPL Position,AAPL Order,AAPL Filled Order,AAPL Trade Price,AAPL Cost to Trade,AAPL PnL,AEG Position,AEG Order,AEG Filled Order,AEG Trade Price,AEG Cost to Trade,AEG PnL,AIN Position,AIN Order,AIN Filled Order,AIN Trade Price,AIN Cost to Trade,AIN PnL,AIR Position,AIR Order,AIR Filled Order,AIR Trade Price,AIR Cost to Trade,AIR PnL
2014-11-14,-0.13923065,-55.73763605,270264.3295,442623.6395,3941,86.0,86,41.36,10.664,469.996,-1284,-121.0,-121,113.15,23.2925,-1729.6025,0,0.0,0,7.56,0.0,0.0,0,0.0,0,37.78,0.0,0.0,378,-688.0,-688,26.32,80.84,-132.7
2014-11-13,-0.21129905,-55.5984054,257397.976,444015.946,3855,205.0,205,41.55,25.83,-46.33,-1163,-276.0,-276,111.8,56.028,-1730.138,0,0.0,0,7.54,0.0,0.0,0,-429.0,-429,38.25,62.634,-11.154,1066,-941.0,-941,26.33,111.5085,-325.3685
2014-11-12,-0.2885347,-55.38710635,227132.4865,446128.9365,3650,814.0,814,41.3,112.739,-586.199,-887,-258.0,-258,109.38,43.215,-1500.625,0,0.0,0,8.11,0.0,0.0,429,-1344.0,-1344,38.03,166.656,-301.056,2007,-854.0,-854,26.35,102.907,-497.467
2014-11-11,-0.14804055,-55.09857165,187988.7035,449014.2835,2836,868.0,868,41.52,115.878,261.482,-629,-348.0,-348,108.7,46.284,-638.754,0,0.0,0,8.3,0.0,0.0,1773,-1505.0,-1505,38.03,198.66,-414.72,2861,-941.0,-941,26.73,116.2135,-688.4135
2014-11-10,0.31573605,-54.9505311,142027.099,450494.689,1968,868.0,868,40.98,113.708,1023.692,-281,-281.0,-281,109.02,38.9185,14.4715,0,0.0,0,8.25,0.0,0.0,3278,-1482.0,-1482,37.68,211.185,901.075,3802,-868.0,-868,26.31,98.518,1218.122
2014-11-07,-0.12461425,-55.26626715,99381.2285,447337.3285,1100,1062.0,1062,41.39,166.734,-671.974,0,0.0,0,108.75,0.0,0.0,0,0.0,0,8.16,0.0,0.0,4760,-1139.0,-1139,37.65,141.236,-41.956,4670,-555.0,-555,26.48,70.7625,-532.2125
2014-11-06,0.4232374,-55.1416529,86136.391,448583.471,38,38.0,38,40.39,5.111,32.129,0,0.0,0,108.6,0.0,0.0,0,0.0,0,8.19,0.0,0.0,5899,-2.0,-2,37.47,0.291,2182.559,5225,-132.0,-132,26.05,16.104,2017.686
2014-11-05,-0.15322625,-55.5648903,84179.177,444351.097,0,0.0,0,40.61,0.0,0.0,0,0.0,0,109.1,0.0,0.0,0,0.0,0,8.14,0.0,0.0,5901,-695.0,-695,37.86,131.0075,-509.0675,5357,1031.0,1031,26.37,118.565,-1023.195
2014-11-04,0.2210692,-55.41166405,85303.5195,445883.3595,0,0.0,0,40.26,0.0,-0.0,0,0.0,0,109.36,0.0,-0.0,0,0.0,0,8.07,0.0,0.0,6596,-844.0,-844,36.94,125.334,2180.146,4326,978.0,978,26.09,130.074,30.546
2014-11-03,-0.63552975,-55.63273325,79897.5875,443672.6675,0,0.0,0,39.9,0.0,0.0,0,0.0,0,108.22,0.0,0.0,0,0.0,0,8.1,0.0,-0.0,7440,-729.0,-729,37.75,100.602,-5181.672,3348,1203.0,1203,26.52,178.6455,-1173.6255
2014-10-31,0.62640375,-54.9972035,84560.645,450027.965,0,0.0,0,55.21,0.0,0.0,0,0.0,0,108.01,0.0,0.0,0,0.0,0,8.08,0.0,0.0,8169,-1163.0,-1163,37.77,182.0095,5405.5605,2145,1754.0,1754,26.08,218.373,858.477
2014-10-30,0.44447395,-55.62360725,86778.8375,443763.9275,0,0.0,0,53.91,0.0,0.0,0,0.0,0,106.96,0.0,0.0,0,0.0,0,7.92,0.0,0.0,9332,-270.0,-270,36.51,35.91,4392.15,391,391.0,391,25.36,52.9805,52.5895
2014-10-29,0.0597204,-56.0680812,86925.788,439319.188,0,0.0,0,54.59,0.0,-0.0,0,0.0,0,106.65,0.0,0.0,0,0.0,0,8.0,0.0,-0.0,9602,304.0,304,36.71,50.616,597.204,0,0.0,0,25.55,0.0,0.0
2014-10-28,1.4037694,-56.1278016,98136.244,438721.984,0,0.0,0,54.12,0.0,0.0,0,0.0,0,105.4,0.0,0.0,0,0.0,0,8.0,0.0,0.0,9298,6.0,6,35.37,0.786,14037.694,0,0.0,0,24.98,0.0,0.0
2014-10-27,0.0278776,-57.531571,98349.25,424684.29,0,0.0,0,53.94,0.0,0.0,0,0.0,0,104.85,0.0,0.0,0,0.0,0,7.86,0.0,0.0,9292,2.0,2,34.97,0.224,278.776,0,0.0,0,24.71,0.0,0.0
2014-10-24,0.0047833,-57.5594486,98419.414,424405.514,0,0.0,0,53.7,0.0,0.0,0,0.0,0,105.18,0.0,0.0,0,0.0,0,7.88,0.0,0.0,9290,187.0,187,35.19,24.497,47.833,0,0.0,0,24.53,0.0,0.0
2014-10-23,0.8495118,-57.5642319,105024.441,424357.681,0,0.0,0,53.59,0.0,0.0,0,0.0,0,104.08,0.0,0.0,0,0.0,0,7.88,0.0,0.0,9103,-104.0,-104,34.57,14.352,8495.118,0,0.0,0,24.27,0.0,0.0
2014-10-22,-0.5007361,-58.4137437,101443.513,415862.563,0,0.0,0,53.77,0.0,-0.0,0,0.0,0,102.84,0.0,0.0,0,0.0,0,7.78,0.0,-0.0,9207,119.0,119,34.86,15.351,-5007.361,0,0.0,0,24.54,0.0,0.0
2014-10-21,0.5354814,-57.9130076,105607.204,420869.924,0,0.0,0,52.86,0.0,0.0,0,0.0,0,103.02,0.0,0.0,0,0.0,0,7.83,0.0,0.0,9088,34.0,34,34.19,4.046,5354.814,0,0.0,0,24.37,0.0,0.0
2014-10-20,0.135798,-58.448489,106773.71,415515.11,0,0.0,0,52.07,0.0,0.0,0,0.0,0,98.32,0.0,0.0,0,0.0,0,7.65,0.0,0.0,9054,12.0,12,33.83,1.56,1357.98,0,0.0,0,24.07,0.0,0.0
2014-10-17,0.0381882,-58.584287,107181.23,414157.13,0,0.0,0,52.17,0.0,0.0,0,0.0,0,97.5,0.0,0.0,0,0.0,0,7.7,0.0,0.0,9042,246.0,246,34.38,40.098,381.882,0,0.0,0,24.5,0.0,0.0
2014-10-16,1.114508,-58.6224752,115678.808,413775.248,0,0.0,0,50.78,0.0,0.0,0,3344.0,3344,95.55,998.184,5656.376,0,0.0,0,7.43,0.0,0.0,8796,8796.0,8796,33.08,1636.056,5488.704,0,0.0,0,23.69,0.0,0.0
2014-10-15,0.404624,-59.7369832,401192.248,402630.168,0,0.0,0,50.87,0.0,0.0,-3344,0.0,0,97.97,0.0,4046.24,0,0.0,0,7.69,0.0,-0.0,0,0.0,0,32.3,0.0,0.0,0,0.0,0,22.59,0.0,0.0
2014-10-14,0.3551507,-60.1416072,393099.768,398583.928,0,0.0,0,53.04,0.0,0.0,-3344,-18.0,-18,100.39,3.573,3551.507,0,0.0,0,7.82,0.0,0.0,0,0.0,0,32.57,0.0,0.0,0,0.0,0,22.95,0.0,0.0
2014-10-13,0.305992,-60.4967579,389976.901,395032.421,0,0.0,0,53.73,0.0,0.0,-3326,-0.0,0,101.33,0.0,3059.92,0,0.0,0,7.87,0.0,0.0,0,0.0,0,32.73,0.0,0.0,0,0.0,0,22.9,0.0,-0.0
2014-10-10,0.0966521,-60.8027499,392105.541,391972.501,0,0.0,0,54.91,0.0,-0.0,-3326,14.0,14,100.69,2.639,966.521,0,0.0,0,7.86,0.0,-0.0,0,0.0,0,32.74,0.0,-0.0,0,0.0,0,22.93,0.0,0.0
2014-10-09,-0.079948,-60.899402,389269.18,391005.98,0,0.0,0,56.28,0.0,-0.0,-3340,66.0,66,101.54,15.84,-799.48,0,0.0,0,8.04,0.0,-0.0,0,0.0,0,34.0,0.0,-0.0,0,0.0,0,23.89,0.0,-0.0
2014-10-08,-0.6984852,-60.819454,398753.7,391805.46,0,0.0,0,55.06,0.0,0.0,-3406,-16.0,-16,98.76,2.712,-6984.852,0,0.0,0,8.05,0.0,0.0,0,0.0,0,33.22,0.0,0.0,0,0.0,0,23.41,0.0,0.0
2014-10-07,0.29494995,-60.1209688,396485.112,398790.312,0,0.0,0,56.25,0.0,-0.0,-3390,7.0,7,99.43,1.1305,2949.4995,0,0.0,0,8.13,0.0,-0.0,0,0.0,0,33.71,0.0,-0.0,0,0.0,0,23.99,0.0,-0.0
2014-10-06,0.0,-60.41591875,394719.8025,395840.8125,0,0.0,0,57.06,0.0,0.0,-3397,0.0,0,99.95,0.0,0.0,0,0.0,0,8.2,0.0,0.0,0,0.0,0,33.9,0.0,0.0,0,0.0,0,24.38,0.0,0.0
2014-10-03,0.0958188,-60.41591875,396452.2725,395840.8125,0,0.0,0,56.2,0.0,0.0,-3397,28.0,28,99.44,5.852,958.188,0,0.0,0,8.1,0.0,0.0,0,0.0,0,33.8,0.0,0.0,0,0.0,0,24.17,0.0,0.0
2014-10-02,-0.2470161,-60.51173755,397040.3745,394882.6245,0,0.0,0,56.13,0.0,-0.0,-3425,-38.0,-38,99.27,7.581,-2470.161,0,0.0,0,8.15,0.0,-0.0,0,0.0,0,33.43,0.0,0.0,0,0.0,0,23.88,0.0,0.0
2014-10-01,0.5317837,-60.26472145,392577.1155,397352.7855,0,0.0,0,56.85,0.0,-0.0,-3387,26.0,26,100.59,3.913,5317.837,0,0.0,0,8.3,0.0,0.0,0,0.0,0,34.08,0.0,0.0,0,0.0,0,24.11,0.0,-0.0
2014-09-30,-0.21797345,-60.79650515,391830.1685,392034.9485,0,0.0,0,57.21,0.0,0.0,-3413,-9.0,-9,100.81,1.7145,-2179.7345,0,0.0,0,8.26,0.0,-0.0,0,0.0,0,34.84,0.0,0.0,0,0.0,0,24.88,0.0,0.0
2014-09-29,0.1981394,-60.5785317,399184.523,394214.683,0,0.0,0,56.04,0.0,0.0,-3404,-17.0,-17,98.65,3.6975,2139.1625,0,-1173.0,-1173,8.35,122.5785,-157.7685,0,0.0,0,35.02,0.0,-0.0,0,0.0,0,24.87,0.0,-0.0
2014-09-26,-0.9753635,-60.7766711,389922.689,392233.289,0,0.0,0,56.79,0.0,-0.0,-3387,-159.0,-159,98.53,39.6705,-9689.2905,1173,-653.0,-653,8.36,69.5445,-64.3445,0,0.0,0,35.35,0.0,0.0,0,0.0,0,25.2,0.0,0.0
2014-09-25,1.2085344,-59.8013076,378181.384,401986.924,0,0.0,0,57.86,0.0,-0.0,-3228,-104.0,-104,100.51,18.98,12376.7,1826,-954.0,-954,8.46,99.216,-291.356,0,0.0,0,36.08,0.0,-0.0,0,0.0,0,24.63,0.0,0.0
2014-09-24,0.2443135,-61.009842,365074.14,389901.58,0,0.0,0,56.88,0.0,0.0,-3124,-52.0,-52,102.16,11.44,2743.96,2780,-1115.0,-1115,8.41,117.075,-300.825,0,0.0,0,36.43,0.0,0.0,0,0.0,0,26.1,0.0,-0.0
2014-09-23,-0.5128217,-61.2541555,360617.825,387458.445,0,0.0,0,57.25,0.0,-0.0,-3072,-124.0,-124,100.6,22.072,-4932.872,3895,-1415.0,-1415,8.54,145.745,-195.345,0,0.0,0,36.18,0.0,0.0,0,0.0,0,27.79,0.0,0.0
2014-09-22,-0.0325071,-60.7413338,345163.942,392586.662,0,0.0,0,58.13,0.0,-0.0,-2948,-181.0,-181,101.8,31.4035,-174.1635,5310,-1765.0,-1765,8.54,186.2075,-150.9075,0,0.0,0,36.3,0.0,0.0,0,0.0,0,28.16,0.0,-0.0
2014-09-19,0.22638265,-60.7088267,328952.623,392911.733,0,0.0,0,58.82,0.0,0.0,-2767,-152.0,-152,102.29,21.204,2351.406,7075,-1637.0,-1637,8.57,169.4295,-87.5795,0,0.0,0,37.09,0.0,-0.0,0,0.0,0,28.52,0.0,-0.0
2014-09-18,0.0423926,-60.93520935,316055.5665,390647.9065,0,0.0,0,59.2,0.0,0.0,-2615,-118.0,-118,101.93,18.939,-526.789,8712,-1521.0,-1521,8.51,159.705,950.715,0,0.0,0,36.97,0.0,0.0,0,0.0,0,28.29,0.0,0.0
2014-09-17,-0.2358531,-60.97760195,304938.5205,390223.9805,0,0.0,0,58.0,0.0,0.0,-2497,-90.0,-90,101.27,19.665,-1780.605,10233,-789.0,-789,8.48,82.056,-577.926,0,0.0,0,36.53,0.0,0.0,0,0.0,0,28.05,0.0,0.0
2014-09-16,0.21602725,-60.74174885,301887.8115,392582.5115,0,0.0,0,57.82,0.0,0.0,-2407,-48.0,-48,99.8,8.664,1756.886,11022,-401.0,-401,8.43,41.5035,403.3865,0,0.0,0,36.85,0.0,0.0,0,0.0,0,28.06,0.0,0.0
2014-09-15,0.1615932,-60.9577761,291456.959,390422.239,0,0.0,0,58.5,0.0,-0.0,-2359,-63.0,-63,102.81,9.7965,133.4235,11423,-709.0,-709,8.39,73.3815,1482.5085,0,0.0,0,36.75,0.0,0.0,0,0.0,0,28.0,0.0,0.0
2014-09-12,0.0163035,-61.1193693,289265.227,388806.307,0,0.0,0,57.61,0.0,0.0,-2296,138.0,138,101.21,26.358,-524.078,12132,1219.0,1219,8.25,125.557,687.113,0,0.0,0,37.27,0.0,0.0,0,0.0,0,28.33,0.0,-0.0
2014-09-11,-0.1916723,-61.1356728,301421.092,388643.272,0,0.0,0,57.52,0.0,0.0,-2434,158.0,158,100.41,42.265,-995.665,10913,906.0,906,8.25,93.318,-921.058,0,0.0,0,36.47,0.0,0.0,0,0.0,0,27.99,0.0,0.0
2014-09-10,-0.73117,-60.9440005,315251.975,390559.995,0,0.0,0,57.6,0.0,0.0,-2592,167.0,167,98.01,74.649,-7879.909,10007,1747.0,1747,8.25,179.941,568.209,0,0.0,0,36.89,0.0,0.0,0,0.0,0,27.44,0.0,0.0
2014-09-09,0.074442,-60.2128305,326967.185,397871.695,0,0.0,0,57.69,0.0,0.0,-2759,82.0,82,99.08,13.366,948.424,8260,906.0,906,8.26,94.224,-204.004,0,0.0,0,37.33,0.0,-0.0,0,0.0,0,27.58,0.0,-0.0
2014-09-08,0.12026515,-60.2872725,333933.315,397127.275,0,0.0,0,57.72,0.0,-0.0,-2841,74.0,74,99.3,11.396,1697.194,7354,515.0,515,8.29,53.3025,-494.5425,0,0.0,0,37.22,0.0,0.0,0,0.0,0,27.45,0.0,0.0
2014-09-05,-0.2000578,-60.40753765,339724.8635,395924.6235,0,0.0,0,57.58,0.0,0.0,-2915,42.0,42,98.8,9.03,-2515.34,6839,566.0,566,8.27,61.128,514.762,0,0.0,0,37.09,0.0,0.0,0,0.0,0,27.41,0.0,0.0
2014-09-04,0.2032427,-60.20747985,344327.9915,397925.2015,0,0.0,0,58.12,0.0,0.0,-2957,-88.0,-88,98.85,29.128,2387.692,6273,290.0,290,8.29,30.015,-355.265,0,0.0,0,37.22,0.0,0.0,0,0.0,0,27.66,0.0,0.0
2014-09-03,1.3668511,-60.41072255,334597.9845,395892.7745,0,0.0,0,58.21,0.0,0.0,-2869,1.0,1,103.1,0.151,12508.889,5983,-197.0,-197,8.28,20.488,1159.622,0,0.0,0,37.85,0.0,0.0,0,0.0,0,27.8,0.0,0.0
2014-09-02,-0.152581,-61.77757365,333102.2635,382224.2635,0,0.0,0,57.23,0.0,0.0,-2870,23.0,23,103.06,3.105,-2311.985,6180,106.0,106,7.99,10.865,786.175,0,0.0,0,37.65,0.0,0.0,0,0.0,0,27.78,0.0,0.0
2014-08-29,-0.0736547,-61.62499265,334541.7735,383750.0735,0,0.0,0,57.33,0.0,0.0,-2893,-2.0,-2,102.86,0.322,-722.352,6074,-170.0,-170,7.95,17.595,-14.195,0,0.0,0,37.66,0.0,-0.0,0,0.0,0,27.0,0.0,0.0
2014-08-28,-0.0794491,-61.55133795,335318.6205,384486.6205,0,0.0,0,57.14,0.0,0.0,-2891,66.0,66,102.13,12.771,-359.691,6244,304.0,304,7.89,31.16,-434.8,0,0.0,0,37.83,0.0,-0.0,0,0.0,0,26.86,0.0,0.0
2014-08-27,-0.32341785,-61.47188885,341043.3815,385281.1115,0,0.0,0,58.0,0.0,0.0,-2957,34.0,34,101.02,4.488,-3675.588,5940,531.0,531,7.98,56.0205,441.4095,0,0.0,0,38.17,0.0,-0.0,0,0.0,0,27.4,0.0,0.0
2014-08-26,0.27407095,-61.148471,344144.87,388515.29,0,0.0,0,57.75,0.0,0.0,-2991,81.0,81,101.42,11.7045,1942.1655,5409,692.0,692,7.88,71.276,798.544,0,0.0,0,37.66,0.0,0.0,0,0.0,0,27.15,0.0,0.0
2014-08-25,-0.0544845,-61.42254195,348544.1705,385774.5805,0,0.0,0,57.88,0.0,0.0,-3072,74.0,74,101.79,12.136,-722.756,4717,434.0,434,7.71,44.919,177.911,0,0.0,0,38.02,0.0,0.0,0,0.0,0,27.38,0.0,0.0
2014-08-22,-0.25362885,-61.36805745,356666.3655,386319.4255,0,0.0,0,57.9,0.0,-0.0,-3146,63.0,63,100.29,8.9145,-2318.6845,4283,532.0,532,7.7,56.924,-217.604,0,0.0,0,37.58,0.0,0.0,0,0.0,0,27.13,0.0,0.0
2014-08-21,-0.0332653,-61.1144286,359930.084,388855.714,0,0.0,0,58.36,0.0,0.0,-3209,64.0,64,100.57,10.048,-42.138,3751,538.0,538,7.62,55.145,-290.515,0,0.0,0,37.34,0.0,0.0,0,0.0,0,27.11,0.0,0.0
2014-08-20,-0.0262125,-61.0811633,364520.327,389188.367,0,0.0,0,58.32,0.0,0.0,-3273,95.0,95,100.44,15.96,-138.33,3213,435.0,435,7.8,44.805,-123.795,0,0.0,0,37.44,0.0,-0.0,0,0.0,0,27.5,0.0,-0.0
2014-08-19,-0.46367435,-61.0549508,371443.132,389450.492,0,0.0,0,58.52,0.0,0.0,-3368,103.0,103,99.41,17.4585,-4657.3685,2778,555.0,555,7.82,57.165,20.625,0,0.0,0,38.38,0.0,-0.0,0,0.0,0,27.62,0.0,-0.0
2014-08-18,-0.4229592,-60.59127645,379051.1755,394087.2355,0,0.0,0,57.75,0.0,0.0,-3471,78.0,78,98.49,12.987,-4148.547,2223,542.0,542,7.79,58.265,-81.045,0,0.0,0,38.39,0.0,0.0,0,0.0,0,27.66,0.0,0.0
2014-08-15,-0.1642397,-60.16831725,385438.5175,398316.8275,0,0.0,0,58.95,0.0,0.0,-3549,50.0,50,97.9,6.925,-1730.445,1681,307.0,307,7.84,32.542,88.048,0,0.0,0,38.34,0.0,0.0,0,0.0,0,27.35,0.0,0.0
2014-08-14,-0.12446805,-60.00407755,389936.2945,399959.2245,0,0.0,0,54.78,0.0,0.0,-3599,83.0,83,97.33,13.28,-956.49,1374,303.0,303,7.81,31.3605,-288.1905,0,0.0,0,37.89,0.0,0.0,0,0.0,0,27.19,0.0,0.0
2014-08-13,-0.47103705,-59.8796095,396692.125,401203.905,0,0.0,0,54.48,0.0,0.0,-3682,36.0,36,96.15,5.886,-4688.506,1071,287.0,287,7.96,29.7045,-21.8645,0,0.0,0,37.34,0.0,0.0,0,0.0,0,27.17,0.0,0.0
2014-08-12,0.0042052,-59.40857245,399421.2155,405914.2755,0,0.0,0,54.99,0.0,-0.0,-3718,69.0,69,96.04,11.178,59.732,784,170.0,170,7.95,17.68,-17.68,0,0.0,0,37.5,0.0,-0.0,0,0.0,0,27.93,0.0,-0.0
2014-08-11,-0.4743356,-59.41277765,403717.5635,405872.2235,0,0.0,0,55.44,0.0,0.0,-3787,34.0,34,95.27,6.018,-4757.788,614,183.0,183,7.93,19.398,14.432,0,0.0,0,37.35,0.0,0.0,0,0.0,0,27.49,0.0,0.0
2014-08-08,-0.0981315,-58.93844205,409053.3795,410615.5795,0,0.0,0,55.31,0.0,0.0,-3821,10.0,10,94.26,1.925,-993.185,431,190.0,190,7.81,20.71,11.87,0,0.0,0,36.35,0.0,0.0,0,0.0,0,26.74,0.0,0.0
2014-08-07,0.1779707,-58.84031055,407993.1445,411596.8945,0,0.0,0,55.98,0.0,0.0,-3831,18.0,18,94.93,2.493,1836.927,241,180.0,180,7.95,18.63,-57.22,0,0.0,0,36.9,0.0,0.0,0,0.0,0,27.15,0.0,0.0
2014-08-06,0.0608267,-59.01828125,410138.0875,409817.1875,0,0.0,0,55.23,0.0,0.0,-3849,-4.0,-4,94.75,0.664,613.696,61,61.0,61,7.97,6.649,-5.429,0,0.0,0,36.53,0.0,0.0,0,0.0,0,26.59,0.0,0.0
2014-08-05,0.18027445,-59.07910795,408286.1205,409208.9205,0,0.0,0,55.9,0.0,-0.0,-3845,-11.0,-11,95.36,1.8755,1802.7445,0,0.0,0,8.16,0.0,0.0,0,0.0,0,35.62,0.0,0.0,0,0.0,0,26.36,0.0,0.0
2014-08-04,0.20587365,-59.2593824,404415.656,407406.176,0,0.0,0,56.19,0.0,0.0,-3834,27.0,27,96.37,5.1435,2058.7365,0,0.0,0,8.14,0.0,-0.0,0,0.0,0,35.71,0.0,0.0,0,0.0,0,26.9,0.0,0.0
2014-08-01,-0.2120622,-59.46525605,410096.4695,405347.4395,0,0.0,0,55.77,0.0,0.0,-3861,-82.0,-82,94.9,16.892,-2120.622,0,0.0,0,8.2,0.0,0.0,0,0.0,0,35.89,0.0,0.0,0,0.0,0,26.94,0.0,0.0
2014-07-31,0.963645,-59.25319385,401572.8215,407468.0615,0,0.0,0,56.22,0.0,-0.0,-3779,0.0,0,97.16,0.0,9636.45,0,0.0,0,8.24,0.0,-0.0,0,0.0,0,36.29,0.0,-0.0,0,0.0,0,26.68,0.0,0.0
2014-07-30,0.08678765,-60.21683885,396735.7015,397831.6115,0,0.0,0,56.22,0.0,0.0,-3779,-13.0,-13,98.44,2.0735,867.8765,0,0.0,0,8.37,0.0,0.0,0,0.0,0,36.83,0.0,0.0,0,0.0,0,27.16,0.0,0.0
2014-07-29,0.238057,-60.3036265,393386.035,396963.735,0,0.0,0,56.29,0.0,0.0,-3766,60.0,60,99.33,11.07,2380.57,0,0.0,0,8.32,0.0,-0.0,0,0.0,0,36.75,0.0,-0.0,0,0.0,0,26.9,0.0,0.0
2014-07-28,-0.517533,-60.5416835,399174.365,394583.165,0,0.0,0,56.49,0.0,-0.0,-3826,33.0,33,97.82,5.28,-5175.33,0,0.0,0,8.36,0.0,-0.0,0,0.0,0,36.77,0.0,0.0,0,0.0,0,26.89,0.0,0.0
2014-07-25,-0.246962,-60.0241505,402922.875,399758.495,0,0.0,0,56.52,0.0,0.0,-3859,4.0,4,96.85,0.58,-2469.62,0,0.0,0,8.43,0.0,0.0,0,0.0,0,36.9,0.0,-0.0,0,0.0,0,26.93,0.0,-0.0
2014-07-24,0.06091025,-59.7771885,402189.485,402228.115,0,0.0,0,57.6,0.0,0.0,-3863,105.0,105,97.04,24.7275,609.1025,0,0.0,0,8.42,0.0,0.0,0,0.0,0,37.43,0.0,-0.0,0,0.0,0,27.61,0.0,-0.0
2014-07-23,-0.98336615,-59.83809875,408642.3725,401619.0125,0,0.0,0,58.11,0.0,0.0,-3968,39.0,39,95.42,5.4015,-9833.6615,0,0.0,0,8.35,0.0,-0.0,0,0.0,0,37.31,0.0,0.0,0,0.0,0,27.64,0.0,0.0
2014-07-22,-0.31211875,-58.8547326,411612.954,411452.674,0,0.0,0,57.0,0.0,0.0,-4007,-17.0,-17,94.68,2.788,-3115.668,0,0.0,0,8.37,0.0,0.0,0,19.0,19,37.05,2.2895,-5.5195,0,0.0,0,28.06,0.0,0.0
2014-07-21,0.19478815,-58.54261385,410387.4015,414573.8615,0,0.0,0,55.86,0.0,0.0,-3990,27.0,27,94.99,5.022,1934.958,0,0.0,0,8.48,0.0,-0.0,-19,69.0,69,36.72,9.5565,12.9235,0,0.0,0,27.38,0.0,0.0
2014-07-18,-0.54139895,-58.737402,415935.19,412625.98,0,0.0,0,55.42,0.0,0.0,-4017,-57.0,-57,93.62,13.4235,-5365.9935,0,0.0,0,8.52,0.0,0.0,-88,-6.0,-6,36.38,0.756,-47.996,0,0.0,0,27.34,0.0,0.0
2014-07-17,0.67205155,-58.19600305,410348.5495,418039.9695,0,0.0,0,56.47,0.0,-0.0,-3960,-4.0,-4,95.03,0.872,6692.528,0,0.0,0,8.6,0.0,-0.0,-82,-25.0,-25,36.59,3.2625,27.9875,0,0.0,0,27.89,0.0,-0.0
2014-07-16,0.2156342,-58.8680546,402647.264,411319.454,0,0.0,0,56.88,0.0,0.0,-3956,-14.0,-14,96.97,2.674,2156.666,0,0.0,0,8.75,0.0,0.0,-57,-48.0,-48,37.13,6.624,-0.324,0,0.0,0,25.85,0.0,0.0
2014-07-15,0.4433835,-59.0836888,403325.442,409163.112,0,0.0,0,56.7,0.0,-0.0,-3942,50.0,50,96.8,8.1,4428.86,0,0.0,0,8.66,0.0,-0.0,-9,10.0,10,37.27,1.195,4.975,0,0.0,0,26.07,0.0,-0.0
2014-07-14,-0.4923186,-59.5270723,407083.987,404729.277,0,0.0,0,56.93,0.0,0.0,-3992,-24.0,-24,95.86,3.636,-4898.436,0,0.0,0,8.72,0.0,0.0,-19,88.0,88,37.44,10.34,-24.75,0,0.0,0,25.99,0.0,0.0
2014-07-11,-0.07256065,-59.0347537,409124.763,409652.463,0,0.0,0,56.33,0.0,0.0,-3968,-43.0,-43,95.36,8.6645,-709.1445,0,0.0,0,8.6,0.0,0.0,-107,78.0,78,37.04,10.842,-16.462,0,0.0,0,26.15,0.0,-0.0
2014-07-10,0.1443772,-58.96219305,415485.3195,410378.0695,0,0.0,0,56.41,0.0,0.0,-3925,-25.0,-25,93.76,3.9875,1329.0125,0,0.0,0,8.65,0.0,0.0,-185,77.0,77,36.71,8.9705,114.7595,0,0.0,0,25.71,0.0,0.0
2014-07-09,-0.0251956,-59.10657025,408749.7775,408934.2975,0,0.0,0,57.05,0.0,-0.0,-3900,-44.0,-44,95.44,10.736,-162.776,0,0.0,0,8.76,0.0,0.0,-262,60.0,60,37.46,7.86,-89.18,0,0.0,0,26.55,0.0,0.0
2014-07-08,0.2545377,-59.08137465,405490.6135,409186.2535,0,0.0,0,57.84,0.0,-0.0,-3856,78.0,78,96.27,15.171,2352.149,0,0.0,0,8.81,0.0,-0.0,-322,7.0,7,37.7,0.952,193.228,0,0.0,0,27.11,0.0,-0.0
2014-07-07,-0.74532555,-59.33591235,413708.4965,406640.8765,0,0.0,0,58.2,0.0,-0.0,-3934,52.0,52,94.14,7.54,-7645.22,0,0.0,0,8.86,0.0,0.0,-329,-49.0,-49,38.24,6.8355,191.9645,0,0.0,0,27.55,0.0,-0.0
2014-07-03,-0.23710005,-58.5905868,415680.292,414094.132,0,0.0,0,58.19,0.0,0.0,-3986,27.0,27,93.67,4.0095,-2201.4395,0,0.0,0,8.92,0.0,0.0,-280,-49.0,-49,37.94,6.811,-169.561,0,0.0,0,27.2,0.0,0.0
2014-07-02,0.0280344,-58.35348675,414824.6925,416465.1325,0,0.0,0,58.13,0.0,-0.0,-4013,43.0,43,93.86,6.321,139.579,0,0.0,0,8.81,0.0,-0.0,-231,-25.0,-25,38.39,3.575,140.765,0,0.0,0,27.8,0.0,-0.0
2014-07-01,-0.25627125,-58.38152115,416256.8885,416184.7885,0,0.0,0,57.74,0.0,0.0,-4056,75.0,75,93.52,13.6125,-2450.9025,0,0.0,0,8.79,0.0,0.0,-206,-66.0,-66,38.18,8.91,-111.81,0,0.0,0,27.59,0.0,0.0
2014-06-30,-0.39836375,-58.1252499,422205.631,418747.501,0,0.0,0,57.39,0.0,0.0,-4131,95.0,95,92.1,15.3425,-3951.1925,0,0.0,0,8.71,0.0,0.0,-140,-95.0,-95,37.75,13.395,-32.445,0,0.0,0,27.45,0.0,0.0
