,Daily Returns,Total Returns,Funds,Portfolio Value,A Position,A Order,A Filled Order,A Trade Price,A Cost to Trade,A PnL,AAPL Position,AAPL Order,AAPL Filled Order,AAPL Trade Price,AAPL Cost to Trade,AAPL PnL,AEG Position,AEG Order,AEG Filled Order,AEG Trade Price,AEG Cost to Trade,AEG PnL,AIN Position,AIN Order,AIN Filled Order,AIN Trade Price,AIN Cost to Trade,AIN PnL,AIR Position,AIR Order,AIR Filled Order,AIR Trade Price,AIR Cost to Trade,AIR PnL
2016-06-24,5.2211688,18.87758315,1150841.2315,1188775.8315,-21553,440.0,440,44.56,50.38,56058.1,0,0.0,0,92.91,0.0,0.0,6632,1113.0,1113,4.27,115.752,-3846.412,0,0.0,0,39.26,0.0,-0.0,0,0.0,0,22.65,0.0,0.0
2016-06-23,-1.38320175,13.65641435,1113093.4535,1136564.1435,-21993,211.0,211,46.5,26.6915,-14421.3115,0,0.0,0,95.94,0.0,0.0,5519,1874.0,1874,4.96,194.896,589.294,0,0.0,0,40.35,0.0,0.0,0,0.0,0,23.23,0.0,0.0
2016-06-22,0.2643232,15.0396161,1130381.481,1150396.161,-22204,273.0,273,46.15,35.0805,2854.1695,0,0.0,0,96.25,0.0,0.0,3645,1825.0,1825,4.8,192.5375,-210.9375,0,0.0,0,39.88,0.0,0.0,0,0.0,0,23.25,0.0,0.0
2016-06-21,-0.0765953,14.7752929,1138020.479,1147752.929,-22477,617.0,617,46.21,85.763,-578.493,0,0.0,0,94.94,0.0,0.0,1820,1820.0,1820,4.73,187.46,-187.46,0,0.0,0,40.13,0.0,-0.0,0,0.0,0,23.37,0.0,0.0
2016-06-20,-1.801737,14.8518882,1161682.462,1148518.882,-23094,12.0,12,45.57,1.53,-18017.37,0,0.0,0,96.0,0.0,0.0,0,0.0,0,4.66,0.0,0.0,0,0.0,0,39.85,0.0,0.0,0,0.0,0,23.52,0.0,0.0
2016-06-17,0.0189588,16.6536252,1165149.892,1166536.252,-23106,216.0,216,45.42,30.672,189.588,0,0.0,0,96.62,0.0,-0.0,0,0.0,0,4.42,0.0,0.0,0,0.0,0,39.97,0.0,0.0,0,0.0,0,22.47,0.0,0.0
2016-06-16,-1.0025388,16.6346664,1181505.964,1166346.664,-23322,32.0,32,44.72,3.968,-10025.388,0,0.0,0,96.45,0.0,0.0,0,0.0,0,4.28,0.0,0.0,0,0.0,0,39.41,0.0,0.0,0,0.0,0,22.86,0.0,-0.0
2016-06-15,-0.0705405,17.6372052,1172401.872,1176372.052,-23354,15.0,15,45.11,1.785,-705.405,0,0.0,0,97.82,0.0,0.0,0,0.0,0,4.4,0.0,0.0,0,0.0,0,40.26,0.0,0.0,0,0.0,0,23.2,0.0,0.0
2016-06-14,0.0170861,17.7077457,1181984.947,1177077.457,-23369,-179.0,-179,44.7,23.449,170.861,0,0.0,0,97.32,0.0,0.0,0,0.0,0,4.39,0.0,-0.0,0,0.0,0,40.09,0.0,0.0,0,0.0,0,23.32,0.0,-0.0
2016-06-13,1.0151055,17.6906596,1167630.596,1176906.596,-23190,-310.0,-310,45.32,40.145,10151.055,0,0.0,0,98.69,0.0,-0.0,0,0.0,0,4.42,0.0,0.0,0,0.0,0,40.11,0.0,0.0,0,0.0,0,24.13,0.0,-0.0
2016-06-10,1.67005,16.6755541,1158289.941,1166755.541,-22880,-4.0,-4,45.73,0.46,16700.5,0,0.0,0,98.53,0.0,0.0,0,0.0,0,4.65,0.0,-0.0,0,0.0,0,40.57,0.0,-0.0,0,0.0,0,24.07,0.0,0.0
2016-06-09,0.1382232,15.0055041,1152571.401,1150055.041,-22876,208.0,208,45.98,25.688,1382.232,0,0.0,0,98.5,0.0,0.0,0,0.0,0,4.86,0.0,0.0,0,0.0,0,40.85,0.0,0.0,0,0.0,0,24.33,0.0,-0.0
2016-06-08,-0.9236291,14.8672809,1157906.409,1148672.809,-23084,-23.0,-23,45.75,2.691,-9236.291,0,0.0,0,99.02,0.0,-0.0,0,0.0,0,4.96,0.0,0.0,0,0.0,0,40.42,0.0,0.0,0,0.0,0,24.57,0.0,-0.0
2016-06-07,0.25308405,15.79091,1156525.44,1157909.1,-23061,91.0,91,45.81,10.4195,2530.8405,0,0.0,0,99.25,0.0,0.0,0,0.0,0,5.04,0.0,0.0,0,0.0,0,40.47,0.0,0.0,0,0.0,0,24.81,0.0,0.0
2016-06-06,-0.324926,15.53782595,1158619.5395,1155378.2595,-23152,-60.0,-60,45.72,7.98,-3249.26,0,0.0,0,97.99,0.0,0.0,0,0.0,0,4.98,0.0,0.0,0,0.0,0,39.7,0.0,0.0,0,0.0,0,24.25,0.0,0.0
2016-06-03,0.415656,15.86275195,1158396.5995,1158627.5195,-23092,0.0,0,45.73,0.0,4156.56,0,0.0,0,97.79,0.0,0.0,0,0.0,0,5.02,0.0,0.0,0,0.0,0,39.79,0.0,-0.0,0,0.0,0,24.56,0.0,-0.0
2016-06-02,0.11493275,15.44709595,1154240.0395,1154470.9595,-23092,57.0,57,45.91,7.5525,1149.3275,0,0.0,0,97.6,0.0,0.0,0,0.0,0,5.06,0.0,0.0,0,0.0,0,39.63,0.0,0.0,0,0.0,0,24.33,0.0,0.0
2016-06-01,-0.17360445,15.3321632,1157951.432,1153321.632,-23149,-1822.0,-1822,45.75,220.462,-1864.482,0,0.0,0,99.02,0.0,-0.0,0,0.0,0,5.02,0.0,0.0,0,2055.0,2055,39.14,262.0125,128.4375,0,0.0,0,24.3,0.0,0.0
2016-05-31,-0.25733335,15.50576765,1156923.2265,1155057.6765,-21327,-2628.0,-2628,45.79,325.872,-1897.602,0,0.0,0,99.6,0.0,0.0,0,0.0,0,5.16,0.0,0.0,-2055,3031.0,3031,39.46,383.4215,-675.7315,0,0.0,0,24.52,0.0,-0.0
2016-05-27,-0.777356,15.763101,1164917.58,1157631.01,-18699,-3370.0,-3370,45.55,404.4,-6066.29,0,0.0,0,99.44,0.0,0.0,0,0.0,0,5.08,0.0,0.0,-5086,3625.0,3625,38.91,514.75,-1707.27,0,0.0,0,24.41,0.0,0.0
2016-05-26,0.1699748,16.540457,1161544.02,1165404.57,-15329,-2917.0,-2917,45.58,363.1665,-1276.0565,0,0.0,0,99.68,0.0,0.0,0,0.0,0,5.11,0.0,0.0,-8711,3319.0,3319,39.35,413.2155,2975.8045,0,0.0,0,24.24,0.0,0.0
2016-05-25,-0.70378415,16.3704822,1166586.322,1163704.822,-12412,-2452.0,-2452,45.12,317.534,-4937.534,0,0.0,0,98.67,0.0,0.0,0,0.0,0,5.05,0.0,0.0,-12030,3195.0,3195,39.47,506.4075,-2100.3075,0,0.0,0,24.23,0.0,0.0
2016-05-24,-2.4961892,17.07426635,1187134.3635,1170742.6635,-9960,-6100.0,-6100,44.76,741.15,-4163.75,0,0.0,0,97.22,0.0,0.0,0,0.0,0,4.98,0.0,0.0,-15225,6248.0,6248,38.41,868.472,-20798.142,0,0.0,0,23.44,0.0,0.0
2016-05-23,1.50299155,19.57045555,1182444.4755,1195704.5555,-3860,-3860.0,-3860,44.89,488.29,746.91,0,0.0,0,95.87,0.0,0.0,0,0.0,0,4.87,0.0,-0.0,-21473,4241.0,4241,38.68,570.4145,14283.0055,0,0.0,0,23.68,0.0,0.0
2016-05-20,-0.3680724,18.067464,1179388.94,1180674.64,0,0.0,0,44.86,0.0,0.0,0,0.0,0,94.64,0.0,0.0,0,0.0,0,5.04,0.0,0.0,-25714,244.0,244,38.84,34.404,-3680.724,0,0.0,0,23.04,0.0,0.0
2016-05-19,-1.1151293,18.4355364,1201747.224,1184355.364,0,0.0,0,44.07,0.0,0.0,0,0.0,0,94.64,0.0,0.0,0,0.0,0,4.98,0.0,0.0,-25958,117.0,117,37.98,17.433,-11151.293,0,0.0,0,23.21,0.0,-0.0
2016-05-18,-0.53357675,19.5506657,1202546.907,1195506.657,0,0.0,0,44.45,0.0,0.0,0,0.0,0,94.16,0.0,0.0,0,0.0,0,4.81,0.0,0.0,-26075,-515.0,-515,37.95,84.7175,-5335.7675,0,0.0,0,23.24,0.0,0.0
2016-05-17,2.40105645,20.08424245,1179627.6245,1200842.4245,0,0.0,0,44.96,0.0,0.0,0,0.0,0,94.55,0.0,0.0,0,0.0,0,4.89,0.0,-0.0,-25560,459.0,459,38.85,66.3255,24010.5645,0,0.0,0,24.27,0.0,-0.0
2016-05-16,-2.0557554,17.683186,1195305.35,1176831.86,0,0.0,0,42.61,0.0,0.0,0,0.0,0,92.39,0.0,0.0,0,0.0,0,4.86,0.0,0.0,-26019,-48.0,-48,38.25,6.384,-20557.554,0,0.0,0,23.49,0.0,0.0
2016-05-13,0.258446,19.7389414,1194013.184,1197389.414,0,0.0,0,42.55,0.0,0.0,0,0.0,0,90.0,0.0,0.0,0,0.0,0,4.89,0.0,-0.0,-25971,79.0,79,38.3,10.27,2584.46,0,0.0,0,23.61,0.0,-0.0
2016-05-12,-0.31441125,19.4804954,1197670.454,1194804.954,0,0.0,0,42.59,0.0,0.0,0,0.0,0,92.72,0.0,0.0,0,0.0,0,4.97,0.0,-0.0,-26050,-161.0,-161,38.16,19.7225,-3144.1125,0,0.0,0,23.93,0.0,-0.0
2016-05-11,0.8021965,19.79490665,1193289.0465,1197949.0665,0,0.0,0,42.19,0.0,0.0,0,0.0,0,93.48,0.0,0.0,0,0.0,0,5.49,0.0,0.0,-25889,250.0,250,38.33,36.125,8021.965,0,0.0,0,24.56,0.0,0.0
2016-05-10,-1.1012561,18.99271015,1200644.0915,1189927.1015,0,0.0,0,41.5,0.0,0.0,0,0.0,0,93.33,0.0,0.0,0,0.0,0,5.54,0.0,0.0,-26139,-266.0,-266,38.05,36.841,-11012.561,0,0.0,0,24.0,0.0,0.0
2016-05-09,1.2915116,20.09396625,1189814.2725,1200939.6625,0,0.0,0,41.51,0.0,0.0,0,0.0,0,93.0,0.0,0.0,0,0.0,0,5.58,0.0,0.0,-25873,324.0,324,38.47,44.064,12915.116,0,0.0,0,23.72,0.0,0.0
2016-05-06,-1.42146125,18.80245465,1206100.4765,1188024.5465,0,0.0,0,40.86,0.0,0.0,0,0.0,0,93.37,0.0,0.0,0,0.0,0,5.5,0.0,0.0,-26197,-245.0,-245,37.85,31.4825,-14214.6125,0,0.0,0,23.52,0.0,0.0
2016-05-05,1.1579485,20.2239159,1189522.679,1202239.159,0,0.0,0,40.64,0.0,0.0,0,0.0,0,94.0,0.0,-0.0,0,0.0,0,5.53,0.0,-0.0,-25952,542.0,542,38.49,77.235,11579.485,0,0.0,0,23.67,0.0,0.0
2016-05-04,-2.467431,19.0659674,1185890.754,1190659.674,0,0.0,0,40.81,0.0,-0.0,0,0.0,0,95.2,0.0,0.0,0,-172964.0,-172964,5.62,18247.702,-21706.982,-26494,-26494.0,-26494,38.63,7736.248,-2967.328,0,0.0,0,23.58,0.0,-0.0
2016-05-03,-4.3241,21.5333984,239817.024,1215333.984,0,0.0,0,41.32,0.0,-0.0,0,0.0,0,94.2,0.0,0.0,172964,0.0,0,5.72,0.0,-43241.0,0,0.0,0,40.0,0.0,-0.0,0,0.0,0,23.91,0.0,-0.0
2016-05-02,2.248532,25.8574984,239817.024,1258574.984,0,0.0,0,41.2,0.0,0.0,0,0.0,0,93.96,0.0,0.0,172964,0.0,0,5.8,0.0,22485.32,0,0.0,0,40.36,0.0,0.0,0,0.0,0,24.11,0.0,0.0
2016-04-29,-0.86482,23.6089664,239817.024,1236089.664,0,0.0,0,40.92,0.0,0.0,0,0.0,0,93.99,0.0,-0.0,172964,0.0,0,5.82,0.0,-8648.2,0,0.0,0,40.66,0.0,-0.0,0,0.0,0,24.2,0.0,-0.0
2016-04-28,0.0,24.4737864,239817.024,1244737.864,0,0.0,0,41.25,0.0,-0.0,0,0.0,0,97.61,0.0,-0.0,172964,0.0,0,5.84,0.0,0.0,0,0.0,0,41.05,0.0,-0.0,0,0.0,0,24.33,0.0,-0.0
2016-04-27,-1.383712,24.4737864,239817.024,1244737.864,0,0.0,0,41.35,0.0,0.0,0,0.0,0,96.0,0.0,0.0,172964,0.0,0,5.81,0.0,-13837.12,0,0.0,0,41.26,0.0,0.0,0,0.0,0,24.43,0.0,0.0
2016-04-26,1.210748,25.8574984,239817.024,1258574.984,0,0.0,0,41.82,0.0,0.0,0,0.0,0,103.91,0.0,0.0,172964,0.0,0,5.9,0.0,12107.48,0,0.0,0,40.45,0.0,0.0,0,0.0,0,23.76,0.0,0.0
2016-04-25,-4.3241,24.6467504,239817.024,1246467.504,0,0.0,0,41.71,0.0,-0.0,0,0.0,0,105.0,0.0,0.0,172964,0.0,0,5.83,0.0,-43241.0,0,0.0,0,41.0,0.0,-0.0,0,0.0,0,24.13,0.0,-0.0
2016-04-22,0.345928,28.9708504,239817.024,1289708.504,0,0.0,0,41.98,0.0,0.0,0,0.0,0,105.01,0.0,0.0,172964,0.0,0,6.01,0.0,3459.28,0,0.0,0,41.19,0.0,0.0,0,0.0,0,23.99,0.0,0.0
2016-04-21,2.248532,28.6249224,239817.024,1286249.224,0,0.0,0,41.5,0.0,0.0,0,0.0,0,106.93,0.0,-0.0,172964,0.0,0,6.08,0.0,22485.32,0,0.0,0,40.97,0.0,0.0,0,0.0,0,24.43,0.0,0.0
2016-04-20,1.037784,26.3763904,239817.024,1263763.904,0,0.0,0,41.42,0.0,0.0,0,0.0,0,106.64,0.0,0.0,172964,0.0,0,5.92,0.0,10377.84,0,0.0,0,41.14,0.0,0.0,0,0.0,0,24.19,0.0,0.0
2016-04-19,0.172964,25.3386064,239817.024,1253386.064,0,0.0,0,41.18,0.0,0.0,0,0.0,0,107.88,0.0,0.0,172964,0.0,0,5.86,0.0,1729.64,0,0.0,0,41.03,0.0,0.0,0,0.0,0,24.26,0.0,0.0
2016-04-18,1.037784,25.1656424,239817.024,1251656.424,0,0.0,0,40.72,0.0,0.0,0,0.0,0,108.89,0.0,-0.0,172964,0.0,0,5.79,0.0,10377.84,0,0.0,0,40.18,0.0,0.0,0,0.0,0,24.08,0.0,0.0
2016-04-15,-0.86482,24.1278584,239817.024,1241278.584,0,0.0,0,40.77,0.0,0.0,0,0.0,0,112.11,0.0,0.0,172964,0.0,0,5.81,0.0,-8648.2,0,0.0,0,40.61,0.0,-0.0,0,0.0,0,24.62,0.0,0.0
2016-04-14,0.0,24.9926784,239817.024,1249926.784,0,0.0,0,40.86,0.0,0.0,0,0.0,0,111.62,0.0,0.0,172964,0.0,0,5.85,0.0,0.0,0,0.0,0,40.87,0.0,0.0,0,0.0,0,24.16,0.0,0.0
2016-04-13,3.978172,24.9926784,239817.024,1249926.784,0,0.0,0,39.52,0.0,0.0,0,0.0,0,110.8,0.0,0.0,172964,0.0,0,5.76,0.0,39781.72,0,0.0,0,39.4,0.0,0.0,0,0.0,0,23.64,0.0,0.0
2016-04-12,1.037784,21.0145064,239817.024,1210145.064,0,0.0,0,39.47,0.0,0.0,0,0.0,0,109.34,0.0,0.0,172964,0.0,0,5.63,0.0,10377.84,0,0.0,0,38.55,0.0,0.0,0,0.0,0,23.3,0.0,0.0
2016-04-11,2.767424,19.9767224,239817.024,1199767.224,0,0.0,0,39.86,0.0,0.0,0,0.0,0,108.97,0.0,0.0,172964,0.0,0,5.58,0.0,27674.24,0,0.0,0,38.01,0.0,0.0,0,0.0,0,23.54,0.0,0.0
2016-04-08,2.940388,17.2092984,239817.024,1172092.984,0,0.0,0,39.69,0.0,0.0,0,0.0,0,108.91,0.0,0.0,172964,0.0,0,5.38,0.0,29403.88,0,0.0,0,37.93,0.0,0.0,0,0.0,0,23.48,0.0,0.0
2016-04-07,-1.210748,14.2689104,239817.024,1142689.104,0,0.0,0,39.89,0.0,-0.0,0,0.0,0,109.95,0.0,-0.0,172964,0.0,0,5.3,0.0,-12107.48,0,0.0,0,37.62,0.0,-0.0,0,0.0,0,23.07,0.0,0.0
2016-04-06,0.86482,15.4796584,239817.024,1154796.584,0,0.0,0,39.29,0.0,0.0,0,0.0,0,110.23,0.0,0.0,172964,0.0,0,5.26,0.0,8648.2,0,0.0,0,37.23,0.0,0.0,0,0.0,0,23.36,0.0,0.0
2016-04-05,-3.45928,14.6148384,239817.024,1146148.384,0,0.0,0,39.73,0.0,-0.0,0,0.0,0,109.51,0.0,0.0,172964,0.0,0,5.29,0.0,-34592.8,0,0.0,0,37.2,0.0,0.0,0,0.0,0,23.17,0.0,0.0
2016-04-04,0.691856,18.0741184,239817.024,1180741.184,0,0.0,0,40.32,0.0,0.0,0,0.0,0,110.42,0.0,0.0,172964,0.0,0,5.48,0.0,6918.56,0,0.0,0,38.34,0.0,-0.0,0,0.0,0,23.36,0.0,-0.0
2016-04-01,-1.72964,17.3822624,239817.024,1173822.624,0,0.0,0,39.56,0.0,0.0,0,0.0,0,108.78,0.0,0.0,172964,0.0,0,5.37,0.0,-17296.4,0,0.0,0,37.25,0.0,0.0,0,0.0,0,23.15,0.0,0.0
2016-03-31,-1.037784,19.1119024,239817.024,1191119.024,0,0.0,0,40.01,0.0,-0.0,0,0.0,0,109.72,0.0,0.0,172964,0.0,0,5.55,0.0,-10377.84,0,0.0,0,37.44,0.0,0.0,0,0.0,0,23.2,0.0,0.0
2016-03-30,-1.210748,20.1496864,239817.024,1201496.864,0,0.0,0,40.36,0.0,0.0,0,0.0,0,108.65,0.0,0.0,172964,0.0,0,5.57,0.0,-12107.48,0,0.0,0,37.86,0.0,0.0,0,0.0,0,23.35,0.0,0.0
2016-03-29,1.383712,21.3604344,239817.024,1213604.344,0,0.0,0,39.35,0.0,0.0,0,0.0,0,104.89,0.0,0.0,172964,0.0,0,5.52,0.0,13837.12,0,0.0,0,36.85,0.0,0.0,0,0.0,0,22.49,0.0,0.0
2016-03-28,0.345928,19.9767224,239817.024,1199767.224,0,0.0,0,39.54,0.0,0.0,0,0.0,0,106.0,0.0,0.0,172964,0.0,0,5.53,0.0,3459.28,0,0.0,0,37.48,0.0,0.0,0,0.0,0,22.93,0.0,0.0
2016-03-24,-1.902604,19.6307944,239817.024,1196307.944,0,0.0,0,39.16,0.0,0.0,0,0.0,0,105.47,0.0,0.0,172964,0.0,0,5.5,0.0,-19026.04,0,0.0,0,36.65,0.0,0.0,0,0.0,0,22.82,0.0,-0.0
2016-03-23,-1.0524255,21.5333984,239817.024,1215333.984,0,0.0,0,39.9,0.0,0.0,0,0.0,0,106.48,0.0,-0.0,172964,-1290.0,-1290,5.69,133.515,-10524.255,0,0.0,0,37.08,0.0,-0.0,0,0.0,0,21.06,0.0,0.0
2016-03-22,-0.8982541,22.5858239,232610.439,1225858.239,0,0.0,0,39.56,0.0,0.0,0,0.0,0,105.25,0.0,0.0,174254,-1326.0,-1326,5.65,137.241,-8982.541,0,0.0,0,36.62,0.0,0.0,0,0.0,0,22.02,0.0,-0.0
2016-03-21,-0.9104554,23.484078,225255.78,1234840.78,0,0.0,0,40.07,0.0,-0.0,0,0.0,0,105.93,0.0,0.0,175580,-1871.0,-1871,5.73,194.584,-9104.554,0,0.0,0,37.89,0.0,-0.0,0,0.0,0,22.52,0.0,-0.0
2016-03-18,-1.3172629,24.3945334,214729.534,1243945.334,0,0.0,0,39.33,0.0,0.0,0,-7364.0,-7364,106.34,1292.382,2684.178,177451,139378.0,139378,5.81,14843.757,-15856.807,0,0.0,0,38.15,0.0,0.0,0,0.0,0,22.2,0.0,0.0
2016-03-17,-0.1039224,25.7117963,257564.093,1257117.963,0,0.0,0,39.06,0.0,0.0,7364,-909.0,-909,105.52,169.074,-1830.004,38073,19192.0,19192,5.72,2063.14,790.78,0,0.0,0,37.03,0.0,0.0,0,0.0,0,21.15,0.0,0.0
2016-03-16,1.31207675,25.8157187,273656.867,1258157.187,0,0.0,0,38.09,0.0,0.0,8273,-185.0,-185,104.61,30.8025,11474.2175,18881,5936.0,5936,5.57,608.44,1646.55,0,0.0,0,36.81,0.0,0.0,0,0.0,0,21.0,0.0,0.0
2016-03-15,1.6463823,24.50364195,288006.7795,1245036.4195,0,0.0,0,38.59,0.0,-0.0,8458,-105.0,-105,103.96,16.4325,17558.2475,12945,2401.0,2401,5.6,250.9045,-1094.4245,0,0.0,0,37.17,0.0,-0.0,0,0.0,0,21.06,0.0,-0.0
2016-03-14,0.1650188,22.85725965,290803.9165,1228572.5965,0,0.0,0,38.98,0.0,0.0,8563,-8.0,-8,101.91,1.112,2222.468,10544,1840.0,1840,5.65,192.28,-572.28,0,0.0,0,38.08,0.0,-0.0,0,0.0,0,21.47,0.0,-0.0
2016-03-11,1.10239665,22.69224085,300578.0285,1226922.4085,0,0.0,0,38.43,0.0,0.0,8571,-58.0,-58,102.24,11.861,9392.589,8704,1439.0,1439,5.65,154.6925,1631.3775,0,0.0,0,37.87,0.0,0.0,0,0.0,0,21.41,0.0,0.0
2016-03-10,0.11130475,21.5898442,302945.012,1215898.442,0,0.0,0,38.17,0.0,0.0,8629,-27.0,-27,101.41,4.4685,434.8115,7265,868.0,868,5.5,89.404,678.236,0,0.0,0,37.62,0.0,0.0,0,0.0,0,21.8,0.0,0.0
2016-03-09,0.10171015,21.47853945,305074.8145,1214785.3945,0,0.0,0,38.31,0.0,0.0,8656,13.0,13,101.31,2.184,773.216,6397,587.0,587,5.39,61.3415,281.3885,0,0.0,0,37.4,0.0,0.0,0,-463.0,-463,21.52,69.913,-37.503
2016-03-08,-0.8392224,21.3768293,299725.453,1213768.293,0,0.0,0,38.97,0.0,-0.0,8643,-31.0,-31,100.78,5.9985,-7299.9085,5810,639.0,639,5.38,66.7755,-570.5055,0,0.0,0,37.53,0.0,-0.0,463,-314.0,-314,22.18,43.96,-521.81
2016-03-07,-0.9851996,22.2160517,293191.307,1222160.517,0,0.0,0,39.04,0.0,0.0,8674,129.0,129,102.39,28.251,-9836.631,5171,524.0,524,5.36,54.496,-28.296,0,0.0,0,37.73,0.0,0.0,777,-251.0,-251,22.1,34.889,12.931
2016-03-04,1.31599455,23.2012513,303778.793,1232012.513,0,0.0,0,39.14,0.0,0.0,8545,50.0,50,102.37,8.15,12851.3,4647,261.0,261,5.42,27.7965,13.4535,0,0.0,0,38.06,0.0,-0.0,1028,-24.0,-24,21.96,2.928,295.192
2016-03-03,0.6930549,21.88525675,309823.7475,1218852.5675,0,0.0,0,38.92,0.0,0.0,8495,4.0,4,100.58,0.65,6371.28,4386,483.0,483,5.3,50.715,309.825,0,0.0,0,37.6,0.0,0.0,1052,-23.0,-23,21.71,2.806,249.444
2016-03-02,0.2333691,21.19220185,312340.8085,1211922.0185,0,0.0,0,38.49,0.0,0.0,8491,47.0,47,100.51,12.5725,1856.3875,3903,681.0,681,5.24,72.5265,239.7135,0,0.0,0,37.25,0.0,0.0,1075,805.0,805,21.36,114.31,237.59
2016-03-01,3.30195675,20.95883275,338027.4275,1209588.3275,0,0.0,0,37.63,0.0,0.0,8444,-108.0,-108,97.65,19.332,32509.308,3222,873.0,873,5.15,90.3555,551.9745,0,0.0,0,37.01,0.0,0.0,270,270.0,270,21.51,36.315,-41.715
2016-02-29,-0.197004,17.656876,337930.88,1176568.76,0,0.0,0,37.59,0.0,0.0,8552,-14.0,-14,96.86,2.408,-1884.548,2349,638.0,638,5.03,66.352,-85.492,0,0.0,0,36.54,0.0,0.0,0,0.0,0,21.64,0.0,0.0
2016-02-26,0.1309996,17.85388,339852.74,1178538.8,0,0.0,0,37.75,0.0,0.0,8566,48.0,48,97.2,8.424,1255.356,1711,75.0,75,5.04,7.8,54.64,0,0.0,0,36.42,0.0,0.0,0,0.0,0,21.59,0.0,0.0
2016-02-25,0.56445315,17.7228804,344912.564,1177228.804,0,0.0,0,37.62,0.0,0.0,8518,97.0,97,96.05,24.541,5602.189,1636,-77.0,-77,4.95,8.2775,42.3425,0,0.0,0,36.73,0.0,0.0,0,0.0,0,21.45,0.0,0.0
2016-02-24,1.1706143,17.15842725,353881.0825,1171584.2725,0,0.0,0,36.65,0.0,0.0,8421,-110.0,-110,93.98,21.725,11773.785,1713,-287.0,-287,4.87,30.422,-67.642,0,0.0,0,35.78,0.0,0.0,0,0.0,0,20.77,0.0,0.0
2016-02-23,-1.8768202,15.98781295,342197.7395,1159878.1295,0,0.0,0,37.64,0.0,-0.0,8531,75.0,75,96.4,11.175,-18658.065,2000,-186.0,-186,5.04,19.437,-110.137,0,0.0,0,36.85,0.0,-0.0,0,0.0,0,21.13,0.0,-0.0
2016-02-22,0.7540646,17.86463315,348520.9115,1178646.3315,0,0.0,0,37.88,0.0,0.0,8456,-7.0,-7,96.31,1.036,7103.894,2186,2.0,2,4.91,0.208,436.752,0,0.0,0,36.72,0.0,0.0,0,0.0,0,19.97,0.0,0.0
2016-02-19,-0.24290685,17.11056855,347857.8055,1171105.6855,0,0.0,0,36.98,0.0,0.0,8463,-106.0,-106,96.0,25.44,-1914.86,2184,-31.0,-31,4.74,3.2085,-514.2085,0,0.0,0,36.31,0.0,0.0,0,0.0,0,19.7,0.0,-0.0
2016-02-18,-1.605539,17.3534754,337563.514,1173534.754,0,0.0,0,37.73,0.0,-0.0,8569,95.0,95,98.84,19.285,-16026.025,2215,74.0,74,5.02,7.955,-29.365,0,0.0,0,35.82,0.0,0.0,0,0.0,0,19.63,0.0,0.0
2016-02-17,1.3019332,18.9590144,347352.034,1189590.144,0,0.0,0,35.22,0.0,0.0,8474,153.0,153,96.67,32.436,12504.494,2141,247.0,247,4.91,26.182,514.838,0,0.0,0,35.77,0.0,0.0,0,0.0,0,19.79,0.0,0.0
2016-02-16,2.21138435,17.6570812,363413.932,1176570.812,0,0.0,0,36.72,0.0,0.0,8321,13.0,13,95.02,2.2685,22034.9915,1894,223.0,223,4.75,23.638,78.852,0,0.0,0,35.22,0.0,0.0,0,0.0,0,19.16,0.0,0.0
2016-02-12,0.2452832,15.44569685,365734.3485,1154456.9685,0,0.0,0,35.84,0.0,0.0,8308,-42.0,-42,94.19,8.673,2421.227,1671,325.0,325,4.62,34.775,31.605,0,0.0,0,35.16,0.0,0.0,0,0.0,0,19.13,0.0,0.0
2016-02-11,-0.50904435,15.20041365,363323.3165,1152004.1365,0,0.0,0,35.12,0.0,0.0,8350,-58.0,-58,93.79,12.325,-4799.665,1346,489.0,489,4.72,52.0785,-290.7785,0,0.0,0,34.74,0.0,0.0,0,0.0,0,19.41,0.0,-0.0
2016-02-10,-0.6106489,15.709458,360255.98,1157094.58,0,0.0,0,35.63,0.0,0.0,8408,-16.0,-16,95.92,3.208,-6042.088,857,573.0,573,4.97,61.311,-64.401,0,0.0,0,35.75,0.0,0.0,0,0.0,0,19.72,0.0,0.0
2016-02-09,-0.0162082,16.3201069,361633.589,1163201.069,0,0.0,0,34.21,0.0,0.0,8424,56.0,56,94.29,13.048,-141.208,284,284.0,284,4.8,29.394,-20.874,0,0.0,0,33.37,0.0,0.0,0,0.0,0,19.2,0.0,0.0
2016-02-08,0.8118504,16.3363151,368319.471,1163363.151,0,0.0,0,35.61,0.0,-0.0,8368,-144.0,-144,93.13,37.656,8118.504,0,0.0,0,5.23,0.0,0.0,0,0.0,0,31.53,0.0,0.0,0,0.0,0,19.1,0.0,0.0
2016-02-05,-2.1964516,15.5244647,354946.407,1155244.647,0,0.0,0,37.26,0.0,-0.0,8512,28.0,28,96.52,5.796,-21964.516,0,0.0,0,5.44,0.0,-0.0,0,0.0,0,31.94,0.0,-0.0,0,0.0,0,19.96,0.0,-0.0
2016-02-04,0.2152248,17.7209163,357654.763,1177209.163,0,0.0,0,37.15,0.0,0.0,8484,124.0,124,95.86,29.512,2152.248,0,0.0,0,5.4,0.0,0.0,0,0.0,0,31.13,0.0,0.0,0,0.0,0,19.63,0.0,0.0
